Approved Symbol	Previous Symbols
PMS2P11	PMS2L11
PMS2P12	PMS2L12
PNISR	C6orf111, SFRS18
PNMT	PENT
PNO1	KHRBP1
PNP	NP
PNPLA3	C22orf20, ADPN
PNPLA7	C9orf111
PNRC1	PROL2
POC1A	WDR51A
POC1B	WDR51B
POC5	C5orf37
POFUT2	C21orf80
POGLUT1	C3orf9, KTELC1
POLA1	POLA
POLD1	POLD
POLI	RAD3OB, RAD30B
POLK	DINB1
POLR1E	PRAF1
POLR2A	POLR2
POLR2M	GRINL1A
POLR3D	BN51T
POLRMTP1	POLRMTL
POM121L1P	POM121L1
POM121L3P	POM121L3
POMP	C13orf12
PON1	PON
POTEA	A26A1
POTEB	A26B1
POTEC	A26B2
POTED	ANKRD21, A26B3
POTEE	A26C1A
POTEF	A26C1B
POTEG	A26C2
POTEH	ACTBL1, A26C3
POTEKP	ACTBL3, POTEK
POU1F1	PIT1
POU2F1	OTF1
POU2F2	OTF2
POU3F1	OTF6
POU3F2	OTF7
POU3F4	DFN3
POU4F1	BRN3A
POU4F2	BRN3B
POU4F3	DFNA15
POU5F1	OTF3
POU5F1B	OTF3P1, POU5F1P1
POU5F1P3	OTF3L, POU5F1L
PP2D1	C3orf48
PPA1	PP
PPAPDC1A	PPAPDC1
PPAPDC3	C9orf67
PPARA	PPAR
PPARGC1A	PPARGC1
PPBP	THBGB1
PPDPF	C20orf149
PPEF1	PPEF
PPIAL4A	PPIAL4
PPIAP1	PPIAP
PPIAP7	PPIP7
PPIAP8	PPIP8
PPIAP9	PPIP9
PPIAP10	PPIAL2, PPIP10
PPIAP11	PPIP1
PPIAP13	PPIP3
PPIAP14	PPIP4
PPIAP15	PPIP5
PPIAP16	PPIP6
PPIAP17	PPIP11
PPIAP21	PPIAL
PPIAP22	PPIAL3
PPIP5K1	HISPPD2A
PPIP5K1P1	HISPPD2B
PPIP5K2	HISPPD1
PPM1H	ARHCL1
PPOX	VP
PPP1CA	PPP1A
PPP1R2P1	PPP1R2P
PPP1R3A	PPP1R3
PPP1R3C	PPP1R5
PPP1R3D	PPP1R6
PPP1R8P1	PPP1R8P
PPP1R9B	PPP1R6, PPP1R9
PPP1R10P1	PPP1R10P
PPP1R11	TCTE5
PPP1R12A	MYPT1
PPP1R12B	MYPT2
PPP1R12BP1	PPP1R12BP
PPP1R12C	LENG3
PPP1R14A	PPP1INL
PPP1R14B	PLCB3N
PPP1R14BP1	PLCB3NP
PPP1R17	C7orf16
PPP1R18	KIAA1949
PPP1R21	CCDC128, KLRAQ1
PPP1R26	KIAA0649
PPP1R26P1	KIAA0649P1
PPP1R26P2	KIAA0649P2
PPP1R26P3	KIAA0649P3
PPP1R26P4	KIAA0649P4
PPP1R26P5	KIAA0649P5
PPP1R27	DYSFIP1
PPP1R32	C11orf66
PPP1R35	C7orf47
PPP1R36	C14orf50
PPP1R37	LRRC68
PPP1R42	LRRC67
PPP2CBP1	PPP2CBP
PPP2R2B	SCA12
PPP2R3A	PPP2R3
PPP2R3B	PPP2R3L
PPP2R3B-AS1	CXYorf10, NCRNA00107
PPP2R3C	C14orf10
PPP3CA	CALN, CALNA
PPP3CB	CALNB
PPP4R1L	C20orf192
PPP4R4	KIAA1622
PPP5C	PPP5
PPP6R1	KIAA1115, SAPS1
PPP6R2	KIAA0685, SAPS2
PPP6R3	C11orf23, SAPS3
PPPDE1	C1orf121, FAM152A
PPPDE2	FAM152B
PPT1	PPT
PQBP1	RENS1, MRXS8, SHS, MRX55
PQLC3	C2orf22
PRAC	C17orf92
PRADC1	C2orf7
PRAME	MAPE
PRDM1	BLIMP1
PRDM9	MSBP3
PRDM15	ZNF298, C21orf83
PRDX1	PAGA
PRDX2	TDPX1
PRDX3	AOP1
PREX2	DEPDC2
PRG4	CACP
PRICKLE3	LMO6
PRICKLE4	C6orf49
PRIM2	PRIM2A
PRKAA2	PRKAA
PRKAR1A	PRKAR1, TSE1
PRKAR2A	PRKAR2
PRKAR2B	PRKAR2
PRKCA	PKCA
PRKCB	PRKCB2, PKCB, PRKCB1
PRKCG	PKCG, SCA14
PRKCH	PRKCL
PRKCI	DXS1179E
PRKCSH	G19P1
PRKD1	PRKCM
PRKD3	PRKCN
PRKDC	HYRC, HYRC1
PRKG1	PRKGR1B, PRKG1B
PRLHR	GPR10
PRMT1	HRMT1L2
PRMT2	HRMT1L1
PRMT3	HRMT1L3
PRMT5	HRMT1L5, SKB1
PRMT6	HRMT1L6
PRMT8	HRMT1L3, HRMT1L4
PRNP	PRIP, GSS, CJD
PROKR1	GPR73
PROKR2	GPR73L1, KAL3
PROM1	PROML1, MCDR2, STGD4
PRORSD1P	NCRNA00117, PRDXDD1P
PROS1	PROS
PROSER1	C13orf23
PROSP	PROS2
PRPF3	RP18
PRPF6	C20orf14
PRPF8	RP13
PRPF19	PRP19
PRPF19P	PRP19P
PRPF31	RP11
PRPF40A	FNBP3
PRPH	NEF4
PRPH2	RP7, RDS
PRPS1	DFN2
PRPS1L1	PRPSL
PRPS1P2	PRPS1L2
PRR4	PROL4
PRR12	KIAA1205
PRR14L	C22orf30
PRR15L	ATAD4
PRR20A	PRR20
PRRC2A	BAT2
PRRC2B	KIAA0515, BAT2L, BAT2L1
PRRC2C	BAT2D1, BAT2L2
PRRC2CP1	BAT2L2P1
PRRT1	C6orf31
PRRX1	PMX1
PRS	MRXS2
PRSS1	TRY1
PRSS3	PRSS4
PRSS30P	TMPRSS8, TMPRSS8P
PRSS35	C6orf158
PRSS57	PRSSL1
PRUNE2	C9orf65, KIAA0367
PRYP1	PRYP7, PRY4P
PSAP	SAP1, GLBA
PSAT1P1	C8orf62
PSEN1	AD3
PSEN2	AD4
PSG1	PSBG1
PSG2	PSBG2
PSG9	PSG11
PSG10P	PSG12, PSG10
PSG11	PSG13, PSG14
PSIP1	PSIP2
PSIP1P1	PSIP1P
PSMA6P1	PSMA6P
PSMB8	LMP7
PSMB9	LMP2
PSMB10	MECL1
PSMC1P1	PSMC1P
PSMC4	MIP224
PSMC6P1	PSMC6P
PSMD3	TSTA2
PSMD4P1	PSMD4P, PSMD15
PSMD7P1	MOV34L, PSMD7L
PSMD10P1	PSMD10P
PSME2P1	PSME2P
PSMG1	DSCR2
PSMG2	TNFSF5IP1
PSMG3	C7orf48
PSMG4	C6orf86
PSORS1C1	C6orf16
PSORS1C2	C6orf17
PSPH	PSP
PSPHP1	PSPHL
PSTK	C10orf89
PTBP1	PTB
PTBP3	ROD1
PTCH1	NBCCS, PTCH
PTCHD4	C6orf138
PTEN	BZS, MHAM
PTGDR2	GPR44
PTGES	MGST1L1
PTGES2	C9orf15
PTGR1	LTB4DH
PTGR2	ZADH1
PTH1R	PTHR, PTHR1
PTH2R	PTHR2
PTK2B	FAK2
PTMA	TMSA
PTN	NEGF1
PTP4A2	PTP4A
PTP4A2P1	PTP4AP1
PTP4A2P2	PTP4AP2
PTPN1	PTP1B
PTPN2	PTPT
PTPN2P1	PTPN2P, PTPTP1
PTPN11	NS1
PTPN22	PTPN8
PTPRA	PTPRL2, PTPA
PTPRB	PTPB
PTPRC	CD45
PTPRF	LAR
PTPRG	PTPG
PTPRM	PTPRL1
PTPRQ	DFNB84
PTPRR	PTPRQ
PTPRVP	PTPRV
PTPRZ1	PTPZ, PTPRZ
PTRH1	C9orf115
PTRHD1	C2orf79
PTTG1	TUTR1
PTTG1IP	C21orf3, C21orf1
PTTG3P	PTTG3
PTX3	TNFAIP5
PTX4	C16orf38
PUS10	CCDC139
PVR	PVS
PVRL1	HVEC, ED4
PVRL2	HVEB
PWP2	PWP2H
PWWP2B	PWWP2
PXDC1	C6orf145
PYROXD2	C10orf33
QRFPR	GPR103
QSOX1	QSCN6
QSOX2	QSCN6L1
R3HDM1	R3HDM
R3HDM4	C19orf22
RAB1A	RAB1
RAB2A	RAB2
RAB3D	GOV
RAB4A	RAB4
RAB5A	RAB5
RAB5C	RABL
RAB6A	RAB6
RAB7A	RAB7
RAB7L1	RAB7L
RAB8A	MEL
RAB9A	RAB9
RAB9BP1	RAB9P1
RAB39A	RAB39
RAB40C	RASL8C
RAB42P1	RAB42, RAB42P
RAB43P1	RAB43P
RAB44	RASD3, RASL13
RABIF	RASGRF3
RAC1P4	RAC4
RAD9A	RAD9
RAD21-AS1	C8orf81, NCRNA00255
RAD51	RAD51A, RECA
RAD51B	RAD51L1
RAD51D	RAD51L3
RAI1	SMCR
RALA	RAL
RALGAPA1	GARNL1
RALGAPA1P	GARNL2, GARNL2P
RALGAPA2	C20orf74
RALGAPB	KIAA1219
RANGAP1	SD
RAP1GAP	RAP1GA1
RAP1GAP2	GARNL4
RAP2A	RAP2
RAPGEF1	GRF2
RAPGEF2	PDZGEF1
RAPGEF6	PDZGEF2
RAPH1	ALS2CR9, ALS2CR18
RARS2	RARSL
RASA1	RASA
RASEF	RAB45
RASGRF1	GRF1
RASSF7	C11orf13
RASSF8	C12orf2
RASSF9	PAMCI
RAX2	RAXL1
RB1	OSRC
RBCK1	C20orf18
RBFA	C18orf22
RBFOX2	RBM9
RBM4B	RBM30
RBM8A	RBM8
RBM23	RNPC4
RBM24	RNPC6
RBM25	RNPC7
RBM26	C13orf10
RBM33	PRR8
RBM38	RNPC1
RBM39	RNPC2
RBM43	C2orf38
RBM48	C7orf64
RBMS1	C2orf12
RBMS1P1	RBMS1P
RBMS2P1	RBMS2P
RBMXL3	CXorf55
RBMXP1	HNRPG
RBMY1A1	RBM1, RBM2
RBMY1GP	RBMY1G
RBMY1HP	RBMY1H
RBMY2AP	RBMY2A
RBMY2BP	RBMY2B
RBPJ	IGKJRB1, RBPSUH
RBPJL	RBPSUHL
RBPJP1	IGKJRBP1, RBPSUHP1
RBPJP2	IGKJRBP2, RBPSUHP2
RBPJP3	RBPSUHP3
RBPJP4	RBPSUHP4
RC3H2	MNAB
RCAN1	DSCR1
RCAN2	DSCR1L1
RCAN3	DSCR1L2
RCBTB2	CHC1L
RCC1	CHC1
RCE1	RCE1A, RCE1B
RCHY1	ZNF363
RCN1	RCN
RCOR1	RCOR
RCVRN	RCV1
RD3	C1orf36
RDH5	RDH1
RDM1	RAD52B
RDX	DFNB24
REC8	REC8L1
RECK	ST15
REEP1	C2orf23
REEP2	C5orf19
REEP3	C10orf74
REEP4	C8orf20
REEP5	C5orf18
REEP6	C19orf32
REG1A	REG
REG1P	REGL
REG3A	PAP
RELA	NFKB3
RELL2	C5orf16
RELT	TNFRSF19L
REM1	REM
REPIN1	ZNF464
RERE	ATN1L
RET	HSCR1, MEN2A, MTC1, MEN2B
REV1	REV1L
REXO1	TCEB3BP1
REXO4	XPMC2H
RFPL1-AS1	RFPL1S
RFPL3-AS1	RFPL3S
RFPL4A	RFPL4
RFTN2	C2orf11
RFWD2P1	RFWD2P
RFX6	RFXDC1
RFX7	RFXDC2
RGCC	C13orf15
RGL2	RAB2L
RGP1	KIAA0258
RGPD8	RANBP2L1
RGS1	IER1
RGS2	G0S8
RGS4	SCZD9
RGSL1	RGSL2
RHBDD2	RHBDL7
RHBDD3	C22orf3
RHBDF1	C16orf8
RHBDF2	RHBDL6
RHBDL1	RHBDL
RHBDL3	RHBDL4
RHCE	RH
RHCG	C15orf6
RHD	RH
RHEB	RHEB2
RHEBP1	RHEB1
RHO	RP4
RHOA	ARH12, ARHA
RHOB	ARH6, ARHB
RHOC	ARH9, ARHC
RHOD	ARHD
RHOF	ARHF
RHOG	ARHG
RHOH	ARHH
RHOJ	RASL7B, ARHJ
RHOQ	RASL7A, ARHQ
RHOQP1	ARHQP, RHOQP
RHOT1	ARHT1
RHOT1P1	RHOT3, RHOT1P
RHOT2	C16orf39, ARHT2
RHOU	ARHU
RHOV	ARHV
RIBC2	C22orf11
RIIAD1	NCRNA00166, C1orf230
RIMKLA	FAM80A
RIMKLB	FAM80B
RIMKLBP1	FAM80C, RIMKLP, FAM80B2, RIMKLB2
RIMS1	RAB3IP2, CORD7
RIMS2	RAB3IP3
RIMS4	C20orf190
RIOK3	SUDD
RIPK4	ANKRD3
RIPPLY2	C6orf159
RIT1	RIT
RIT2	RIN
RLFP1	RLFP
RLIM	RNF12
RMI1	C9orf76
RMI2	C16orf75
RMND1	C6orf96
RMRP	CHH
RN5S1@	RN5S
RN7SL1	RN7SL
RN7SL4P	RN7SLP1
RN7SL5P	RN7SLP2
RN7SL6P	RN7SLP3
RN7SL7P	RN7SLP4
RN7SL8P	RN7SLP5
RNASE1	RNS1
RNASE2	RNS2
RNASE3	RNS3
RNASE6	RNS6
RNASE11	C14orf6
RNASEH1P1	RNASEH1
RNASEH2B	DLEU8, AGS2
RNASEL	RNS4, PRCA1
RND2	ARHN
RND3	ARHE
RNF2P1	RNF2P
RNF11P2	RNF11B
RNF17	TDRD4
RNF19A	RNF19
RNF19B	IBRDC3
RNF103	ZFP103
RNF103-CHMP3	RNF103-VPS24
RNF112	ZNF179
RNF113A	ZNF183
RNF113B	ZNF183L1
RNF114	ZNF313
RNF115	ZNF364
RNF144A	RNF144
RNF144B	IBRDC2
RNF207	C1orf188
RNF212	LOC285498
RNF213	C17orf27, KIAA1618, MYMY2
RNF216P1	RNF216L
RNF217	C6orf172, IBRDC1
RNF219	C13orf7
RNF220	C1orf164
RNFT2	TMEM118
RNH1	RNH
RNLS	C10orf59
RNU1-1	RNU1, RNU1G4, RNU1A3, RNU1A
RNU1-2	RNU1C1, RNU1C2
RNU1-3	RNU1G3
RNU1-4	RNU1E2, RNU1G2, RNU1D2, RNU1F1, RNU1G1
RNU1-5	RNU1P1
RNU1-10P	RNU1P10
RNU1-11P	RNU1P5
RNU1-12P	RNU1P2
RNU1-13P	RNU1P6
RNU1-14P	RNU1P7
RNU1-15P	RNU1P8
RNU2-1	RNU2
RNU2-2	RNU2B
RNU2-3P	RNU2P1
RNU2-4P	RNU2P2
RNU2-5P	RNU2P3
RNU4-1	RNU4B2, RNU4A
RNU4-2	RNU4C, RNU4-1B, RNU4B1
RNU4-3P	RNU4P3
RNU4-4P	RNU4P4
RNU4-5P	RNU4P5
RNU4-6P	RNU4P6
RNU4-7P	RNU4P1
RNU4-8P	RNU4P2
RNU5A-1	RNU5C, RNU5A
RNU5B-1	RNU5B
RNU5D-1	RNU5D
RNU5E-1	RNU5E
RNU5F-1	RNU5F
RNU6-1	RNU6A
RNU6-2	RNU6B
RNU6-50	RNU6P1, RNU6-50P
RNU7-1	RNU7
RNU7-24P	RNU7P3
RNU7-55P	RNU7P4
RNU7-68P	RNU7P1
RNU7-86P	RNU7P2
RNU12	RNU12P
RNU12-2P	RNU12, RNU12P
ROBO3	HGPPS
ROMO1	C20orf52
ROR1	NTRKR1
ROR2	NTRKR2, BDB, BDB1
RPAP2	C1orf82
RPE65	RP20
RPF1	BXDC5
RPF2	BXDC1
RPF2P	C20orf53, BXDC1P
RPGR	CRD, RP3, RP15, COD1
RPGRIP1	RPGRIP
RPL3P1	RPL3P
RPL6	TXREB1
RPL7AP9	RPL7AP59
RPL7AP10	RPL7AP68
RPL7AP12	RPL7AL2
RPL7AP13	RPL7AL3
RPL7AP14	RPL7AL4
RPL7P	RPL17P
RPL8P1	RPL8P
RPL9P7	RPL9P1, RPL9L1
RPL10A	NEDD6
RPL10P1	RPL10P
RPL12P11	RPL12L2
RPL12P12	RPL12L3
RPL13A	TSTA1
RPL13P2	RPL13P3
RPL13P5	RPL13L
RPL13P6	RPL13AP4
RPL14P1	RPL14L
RPL21P1	RPL21P
RPL22P11	RPL22P15
RPL23AP8	RPL23AP9
RPL26L1	RPL26P1
RPL29P4	RPL29P3
RPL31P1	RPL31P
RPL32P1	RPL32P
RPL32P4	RPL32L
RPL32P5	RPL32L2
RPL36A	RPL44
RPL36AL	RPL36A
RPL36P3	RPL36AP3
RPL39L	RPL39L1
RPL41P1	RPL41L2
RPL41P5	RPL41L
RPLP2	D11S2243E
RPP21	C6orf135
RPP25L	C9orf23
RPP40	RNASEP1
RPRD1B	C20orf77
RPRD2	KIAA0460
RPS2P7	RPS2L1
RPS3A	MFTL
RPS3AP1	RPS3AP
RPS4XP1	RPS4P1
RPS4XP2	RPS4L2, RPS4P2
RPS4XP3	RPS4L, RPS4P3
RPS4XP4	RPS4P4
RPS4XP5	RPS4P5
RPS4XP6	RPS4P6
RPS4XP7	RPS4P7
RPS4XP8	RPS4P8
RPS4XP9	RPS4P9
RPS4XP10	RPS4P10
RPS4XP11	RPS4P11
RPS4XP12	RPS4P12
RPS4XP13	RPS4P13
RPS4XP14	RPS4P14
RPS4XP15	RPS4P15
RPS4XP16	RPS4P16
RPS4XP17	RPS4P17
RPS4XP18	RPS4P18
RPS4XP19	RPS4P19
RPS4XP20	RPS4P20
RPS4XP21	RPS4P21
RPS4XP22	RPS4P22
RPS4Y1	RPS4Y
RPS4Y2	RPS4Y2P
RPS5P3	RPS5L
RPS6KA3	MRX19, CLS
RPS6KB1	STK14A
RPS9P1	RPS9P
RPS10P5	RPS10L
RPS17P2	RPS17L1, RPS17A
RPS17P3	RPS17L2, RPS17B
RPS17P5	RPS17L4
RPS18	D6S218E
RPS20P1	RPS20P
RPS20P3	RPS20A
RPS20P4	RPS20B
RPS24P1	RPS24P
RPS26P1	RPS26P
RPS26P11	RPS26L1
RPS27AP3	RPS27AP
RPSA	LAMR1
RPSAP1	LAMR1P, LAMR1P1
RPSAP2	LAMR1P2
RPSAP3	LAMR1P3
RPSAP4	LAMR1P4
RPSAP5	LAMR1P5
RPSAP6	LAMR1P6
RPSAP8	LAMR1P8
RPSAP9	LAMR1P9
RPSAP11	LAMRL1, LAMR1P11
RPSAP12	LAMRL2, LAMR1P12
RPSAP13	LAMRL3, LAMR1P13
RPSAP14	LAMRL4, LAMR1P14
RPSAP15	LAMR1P15
RPUSD1	C16orf40
RPUSD2	C15orf19
RRAGAP1	RRAGAP
RRNAD1	C1orf66
RRP1B	KIAA0179
RRP8	KIAA0409
RRP9	RNU3IP2
RRP12	KIAA0690
RRP15	KIAA0507
RRP36	C6orf153
RS1	RS
RSF1	HBXAP
RSG1	C1orf89
RSL24D1	C15orf15
RSL24D1P1	RPL30BP, RSL24D1P
RSL24D1P4	RSL24D1P19
RSL24D1P6	RPL24P1
RSPH1	TSGA2
RSPH3	RSHL2
RSPH4A	RSHL3
RSPH6A	RSHL1
RSPH9	MRPS18AL1, C6orf206
RSPO3	THSD2
RSPO4	C20orf182
RTEL1	C20orf41
RTF1	KIAA0252
RTKN2	PLEKHK1
RTN1	NSP
RTN3P1	RTN3PS
RTP3	TMEM7
RUNX1	AML1, CBFA2
RUNX1-IT1	C21orf96
RUNX1T1	AML1T1, CBFA2T1
RUNX2	CCD, CBFA1, CCD1
RUNX3	CBFA3
RUSC1-AS1	C1orf104
RWDD1P3	RWDD1L1
RWDD2A	RWDD2
RWDD2B	C21orf6
RWDD4	FAM28A, RWDD4A
RWDD4P1	FAM28BP
RWDD4P2	FAM28CP
RXFP1	LGR7
RXFP2	LGR8
RXFP3	RLN3R1
RXFP4	GPR100, RLN3R2
RYK	JTK5A
RYKP1	RYKL1, JTK5B, RYKP
RYR1	MHS, MHS1, CCO
RYR2	ARVD2
S1PR1	EDG1
S1PR2	EDG5
S1PR3	EDG3
S1PR4	EDG6
S1PR5	EDG8
S100A1	S100A
S100A2	S100L
S100A3	S100E
S100A4	MTS1, CAPL
S100A5	S100D
S100A6	CACY
S100A7	PSOR1
S100A7A	S100A15, S100A7L1
S100A7P1	S100A7L3
S100A7P2	S100A7L4
S100A8	CAGA, CFAG
S100A9	CAGB, CFAG
S100A10	ANX2LG, CAL1L
S100A11P1	S100A14, S100A11P
S100G	CALB3
SAA1	SAA
SAA3P	SAA3
SALL1	TBS
SALL1P1	SALL1P
SAMD4A	SAMD4
SAMD9	C7orf5
SAMD9L	C7orf6
SAMD10	C20orf136
SAMD12-AS1	C8orf26, NCRNA00252
SAMD15	FAM15A, C14orf174
SAPCD1	C6orf26
SAPCD1-AS1	C6orf26-AS1
SAPCD2	C9orf140
SAR1A	SARA1
SAR1AP1	SARAP, SAR1P1
SAR1AP2	SAR1P2
SAR1AP3	SAR1P3
SAR1B	SARA2
SARDH	DMGDHL1
SARS2	SARSM
SASH3	CXorf9
SAT1	SAT
SAYSD1	C6orf64
SBDSP1	SBDSP
SBF2	CMT4B2
SBNO2	KIAA0963
SCAF4	SFRS15
SCAF8	RBM16
SCAF11	SFRS2IP, SRSF2IP
SCAI	C9orf126
SCAMP3	C1orf3
SCAND3	ZNF305P2, ZNF452
SCAPER	ZNF291
SCAR2	CLA1
SCARB1	CD36L1
SCARB2	CD36L2
SCASI	SCA24
SCAX1	CLA2
SCD	SCDOS
SCD5	SCD4
SCDP1	SCDP
SCFD1	C14orf163
SCG5	SGNE1
SCGB1A1	UGB
SCGB1D5P	SCGB1D1P1
SCGB2A1	MGB2
SCGB2A2	MGB1
SCGB2B2	SCGBL
SCIMP	C17orf87
SCN1A	SCN1, FEB3
SCN2A	SCN2A1, SCN2A2
SCN4A	HYKPP
SCN5A	CMD1E
SCN7A	SCN6A
SCN8A	MED
SCN11A	SCN12A
SCNN1A	SCNN1
SCO1	SCOD1
SCUBE3	CEGF3
SCYL1	NTKL
SDC1	SDC
SDC2	HSPG, HSPG1
SDCCAG3P1	SDCCAG3L
SDHA	SDH2
SDHAF2	PGL2, C11orf79
SDHAP1	SDHAL1, SDHALP1
SDHAP2	SDHAL2, SDHALP2
SDHAP3	SDHAL, SDHACL
SDHB	SDH1, SDH
SDHC	PGL3
SDHD	PGL, PGL1
SDR16C6P	SDR16C6
SDR39U1	C14orf124
SEC11A	SEC11L1
SEC11B	SEC11L2
SEC11C	SEC11L3
SEC13	D3S1231E, SEC13L1
SEC14L1	SEC14L
SEC14L2	C22orf6
SEC16A	KIAA0310
SEC16B	LZTR2
SEC22A	SEC22L2
SEC22B	SEC22L1
SEC22C	SEC22L3
SEC23B	CDAN2
SEC31A	SEC31L1
SEC31B	SEC31L2
SEC62	TLOC1
SEL1L2	C20orf50
SELE	ELAM1, ELAM
SELL	LYAM1, LNHR
SELP	GRMP
SELRC1	C1orf163
SEMA3A	SEMAD
SEMA3B	SEMAA
SEMA3C	SEMAE
SEMA3E	SEMAH
SEMA4A	SEMAB
SEMA4B	SEMAC
SEMA4C	SEMAI
SEMA4D	SEMAJ, C9orf164
SEMA4F	SEMAM
SEMA5A	SEMAF
SEMA5B	SEMAG
SEMA6A	SEMAQ
SEMA6B	SEMAN
SEMA7A	SEMAL
SEMG1	SEMG
SENP8	PRSC2
SEPN1	RSMD1, MDRS1
SEPT1	DIFF6
SEPT2	DIFF6, NEDD5
SEPT3	SEP3
SEPT4	PNUTL2
SEPT5	PNUTL1
SEPT7	CDC10
SEPT7L	CDC10L
SEPT7P1	CDC10P
SEPT7P2	SEPT7B, SEPT13
SEPT9	MSF
SERBP1P1	SERBP1P
SERF1A	SERF1
SERINC1	TDE2
SERINC2	TDE2L
SERINC3	TDE1
SERINC5	C5orf12
SERP2	C13orf21
SERPINA1	PI
SERPINA2	PIL
SERPINA3	AACT
SERPINA4	PI4
SERPINA5	PLANH3, PCI
SERPINA6	CBG
SERPINA7	TBG
SERPINB1	ELANH2
SERPINB2	PLANH2, PAI2
SERPINB3	SCC, SCCA1
SERPINB4	SCCA2
SERPINB5	PI5
SERPINB6	PI6, DFNB91
SERPINB8	PI8
SERPINB8P1	PI8L1, SERPINB11, SERPINBP1
SERPINB9	PI9
SERPINB10	PI10
SERPINB13	PI13
SERPINC1	AT3
SERPIND1	HCF2
SERPINE1	PLANH1, PAI1
SERPINE2	PI7
SERPINF1	PEDF
SERPINF2	PLI
SERPING1	C1NH
SERPINH1	CBP1, CBP2, SERPINH2
SERPINH1P1	SERPINHP1
SERPINI1	PI12
SERPINI2	PI14
SERTM1	C13orf36
SETD3	C14orf154
SETD4	C21orf27, C21orf18
SETD9	C5orf35
SETDB2	C13orf4
SETX	ALS4, SCAR1
SF1	ZNF162
SF3A3P1	SF3A3P
SF3B4P1	SF3B4P
SFPQP1	SFPQP
SFR1	C10orf78, MEIR5
SFSWAP	SFRS8
SFT2D1	C6orf83
SFTA1P	SFTPF
SFTA2	SFTPG
SFTA3	SFTPH
SFTPA1	SFTP1
SFTPA3P	SFTPP1, SFTPAP1
SFTPB	SFTP3
SFTPC	SFTP2
SFTPD	SFTP4
SGCA	ADL
SGCB	LGMD2E
SGCE	DYT11
SGCG	DMDA1, MAM, LGMD2C
SGK1	SGK
SGK3	SGK2, SGKL
SGMS1	TMEM23
SGSM1	RUTBC2
SGSM2	RUTBC1
SGSM3	RUTBC3
SGTA	SGT
SH2D1A	IMD5, LYP
SH3D21	C1orf113
SH3GL1P1	SH3GLP1
SH3GL1P2	SH3GLP2
SH3GL1P3	SH3GLP3
SH3PXD2A	SH3MD1
SH3PXD2B	KIAA1295
SH3RF1	SH3MD2
SH3RF2	PPP1R39
SH3RF3	SH3MD4
SHANK2	CORTBP1
SHANK2-AS3	C11orf76
SHC1	SHC
SHC1P2	SHCL1
SHCBP1L	C1orf14
SHFM1	SHFD1
SHFM1P1	SHFM1P
SHFM2	SHFD2
SHH	HPE3, HLP3
SHISA2	C13orf13, TMEM46
SHISA4	C1orf40, TMEM58
SHISA8	C22orf17
SHMT1P1	SHMT1P
SHMT2	SHMT
SHPK	CARKL
SHROOM2	APXL
SHROOM2P1	APXLP
SIAE	YSG2
SIAH1P1	SIAH1L
SIGLEC1	SN
SIGLEC5	CD33L2
SIGLEC6	CD33L, CD33L1
SIGLEC12	SIGLECL1
SIGLEC15	CD33L3
SIGLEC16	SIGLECP16
SIGLEC18P	SIGLECP1
SIGLEC19P	SIGLECP2
SIGLEC20P	SIGLECP4
SIGLEC21P	SIGLECP5
SIGLEC22P	SIGLECP6
SIGLEC23P	SIGLECP7
SIGLEC24P	SIGLECP8
SIGLEC25P	SIGLECP9
SIGLEC26P	SIGLECP10
SIGLEC27P	SIGLECP11
SIGLEC28P	SIGLECP12
SIGLEC29P	SIGLECP13
SIGLEC30P	SIGLECP14
SIGLEC31P	SIGLECP15
SIGMAR1	OPRS1
SIK1	SNF1LK
SIK2	SNF1LK2
SIL1	MSS
SIM2	SIM
SIRPA	PTPNS1
SIRPAP1	PTPNS1L
SIRPB2	PTPN1L, PTPNS1L3
SIRPD	PTPNS1L2
SIRPG	SIRPB2
SIRT2	SIR2L
SIX1	DFNA23
SIX3	HPE2
SIX5	DMAHP
SIX6	OPTX2
SKA1	C18orf24
SKA2	FAM33A
SKA2L	FAM33B
SKA3	C13orf3
SKAP1	SCAP1
SKAP2	SCAP2
SKINTL	SKINTP
SKIV2L	SKIV2
SKIV2L2	KIAA0052
SKOR1	LBXCOR1
SKP1	SKP1A
SKP1P1	OCP2, TCEB1L, TCEB1P
SKP1P2	SKP1B
SLA2	C20orf156
SLAIN1	C13orf32
SLAIN2	KIAA1458
SLAMF1	SLAM
SLC1A5	RDRC, M7V1
SLC2A1	GLUT1, GLUT
SLC2A2	GLUT2
SLC2A3	GLUT3
SLC2A3P1	GLUT6, GLUT3P1, SLC2A3P
SLC2A4	GLUT4
SLC2A5	GLUT5
SLC2A14	SLC2A3P3
SLC3A2	MDU1
SLC4A1	EPB3, AE1, DI, WD
SLC4A2	EPB3L1, AE2
SLC4A4	SLC4A5
SLC4A7	SLC4A6
SLC4A11	CHED2, CDPD1
SLC5A1	SGLT1
SLC5A2	SGLT2
SLC6A2	NET1, NAT1, SLC6A5
SLC6A3	DAT1
SLC6A4	HTT
SLC6A5	NET1
SLC6A6P1	SLC6A6P
SLC6A10P	SLC6A10
SLC6A21P	SLC6A21
SLC7A1	ERR, ATRC1
SLC7A2	ATRC2
SLC7A7	LPI
SLC7A9	CSNU3
SLC8A1	NCX1
SLC9A1	APNH, NHE1
SLC9A2	NHE2
SLC9A3	NHE3
