gene	disease
SDHA	Leigh syndrome with leukodystrophy
SDHAF1	Isolated succinate-CoQ reductase deficiency
SDHAF2	Hereditary pheochromocytoma-paraganglioma
SDHB	Carney-Stratakis syndrome
SDHB	Cowden syndrome
SDHB	Hereditary pheochromocytoma-paraganglioma
SDHC	Carney-Stratakis syndrome
SDHC	Gastrointestinal stromal tumor
SDHC	Hereditary pheochromocytoma-paraganglioma
SDHD	Carney-Stratakis syndrome
SDHD	Cowden syndrome
SDHD	Hereditary pheochromocytoma-paraganglioma
SEC23A	Craniolenticulosutural dysplasia
SEC23B	Congenital dyserythropoietic anemia type 2
SEC63	Polycystic liver disease
SECISBP2	Short stature-delayed bone age due to thyroid hormone metabolism deficiency
SEMA3E	CHARGE syndrome
SEMA4A	Cone rod dystrophy
SEMA4A	Retinitis pigmentosa
SEMA5A	Monosomy 5p
SEPN1	Congenital fiber-type disproportion myopathy
SEPN1	Desmin-related myopathy with Mallory body-like inclusions
SEPN1	Multiminicore myopathy
SEPN1	Rigid spine syndrome
SEPSECS	Pontocerebellar hypoplasia type 2
SEPSECS	Progressive cerebello-cerebral atrophy
SEPT9	Hereditary neuralgic amyotrophy
SERPINA1	Alpha-1 antitrypsin deficiency
SERPINA1	Hemorrhagic disease due to alpha-1 antitrypsin Pittsburgh mutation
SERPINA6	Corticosteroid-binding globulin deficiency
SERPINA7	Congenital isolated thyroxine-binding globulin deficiency
SERPINB6	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
SERPINC1	Hereditary thrombophilia due to congenital antithrombin deficiency
SERPINE1	Congenital plasminogen activator inhibitor type 1 deficiency
SERPINF2	Congenital alpha2 antiplasmin deficiency
SERPING1	Hereditary angioedema type 1
SERPING1	Hereditary angioedema type 2
SERPING1	Immunodeficiency due to an early component of complement deficiency
SERPINH1	Osteogenesis imperfecta type 3
SERPINI1	Familial encephalopathy with neuroserpin inclusion bodies
SETBP1	Schinzel-Giedion syndrome
SETX	Amyotrophic lateral sclerosis
SETX	Spinocerebellar ataxia with axonal neuropathy type 2
SFTPA1	Idiopathic pulmonary fibrosis
SFTPA2	Idiopathic pulmonary fibrosis
SFTPB	Congenital pulmonary alveolar proteinosis
SFTPB	Infant acute respiratory distress syndrome
SFTPB	Neonatal acute respiratory distress with surfactant metabolism deficiency
SFTPC	Chronic respiratory distress with surfactant metabolism deficiency
SFTPC	Congenital pulmonary alveolar proteinosis
SFTPC	Desquamative interstitial pneumonia
SFTPC	Idiopathic pulmonary fibrosis
SFTPC	Infant acute respiratory distress syndrome
SFTPC	Neonatal acute respiratory distress with surfactant metabolism deficiency
SGCA	Autosomal recessive limb-girdle muscular dystrophy type 2D
SGCB	Autosomal recessive limb-girdle muscular dystrophy type 2E
SGCD	Autosomal recessive limb-girdle muscular dystrophy type 2F
SGCD	Familial isolated dilated cardiomyopathy
SGCE	Myoclonic dystonia
SGCG	Autosomal recessive limb-girdle muscular dystrophy type 2C
SGSH	CLN4B disease
SGSH	Sanfilippo syndrome type A
SH2D1A	X-linked lymphoproliferative disease
SH3BP2	Cherubism
SH3PXD2B	Frank-Ter Haar syndrome
SH3TC2	Charcot-Marie-Tooth disease type 4C
SHFM1	Split hand - split foot
SHFM1	Split hand - split foot - deafness
SHH	Colobomatous microphthalmia
SHH	Familial triphalangeal thumbs - duplication of the big toes
SHH	Holoprosencephaly
SHH	Polydactyly of a triphalangeal thumb
SHH	Schizencephaly
SHH	Solitary median maxillary central incisor syndrome
SHOC2	Noonan-like syndrome with loose anagen hair
SHOX	Idiopathic short stature
SHOX	Langer mesomelic dysplasia
SHOX	Léri-Weill dyschondrosteosis
SHROOM4	Intellectual deficit, X-linked, Stocco Dos Santos type
SI	Congenital sucrase-isomaltase deficiency
SIL1	Marinesco-Sjögren syndrome
SIM1	Deletion 6q16 syndrome
SIX1	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
SIX1	BOR syndrome
SIX1	Branchio-otic syndrome
SIX3	Holoprosencephaly
SIX3	Schizencephaly
SIX5	BOR syndrome
SIX6	14q22q23 microdeletion syndrome
SIX6	Microphthalmia - cataract
SLC11A1	Tuberculosis
SLC11A2	Microcytic anemia with liver iron overload
SLC12A1	Antenatal Bartter syndrome
SLC12A3	Gitelman syndrome
SLC12A6	Corpus callosum agenesis - neuronopathy
SLC16A1	Exercise-induced hyperinsulinism
SLC16A1	Metabolic myopathy due to lactate transporter defect
SLC16A12	Juvenile cataract - microcornea - renal glucosuria
SLC16A2	Allan-Herndon-Dudley syndrome
SLC16A2	Pelizaeus-Merzbacher-like due to SLC16A2 mutation
SLC17A5	Free sialic acid storage disease
SLC17A8	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
SLC19A2	Thiamine-responsive megaloblastic anemia syndrome
SLC19A3	Biotin-responsive basal ganglia disease
SLC19A3	Infantile spams - psychomotor retardation - progressive brain atrophy - basal ganglia disease
SLC19A3	Thiamine-responsive encephalopathy
SLC1A3	Alternating hemiplegia of childhood
SLC1A3	Episodic ataxia type 6
SLC22A12	Hereditary renal hypouricemia
SLC22A5	Carnitine uptake deficiency
SLC24A1	Congenital stationary night blindness
SLC25A13	Citrullinemia type II
SLC25A13	Neonatal intrahepatic cholestasis due to citrin deficiency
SLC25A15	Triple H syndrome
SLC25A19	Amish lethal microcephaly
SLC25A19	Progressive demyelinating neuropathy with bilateral striatal necrosis
SLC25A20	Carnitine-acylcarnitine translocase deficiency
SLC25A22	Early infantile epileptic encephalopathy
SLC25A22	Early myoclonic encephalopathy
SLC25A3	Cardiomyopathy - hypotonia - lactic acidosis
SLC25A38	Autosomal recessive pyridoxine-refractory sideroblastic anemia
SLC25A4	Autosomal dominant progressive external ophthalmoplegia
SLC26A2	Achondrogenesis type 1B
SLC26A2	Atelosteogenesis type II
SLC26A2	Diastrophic dwarfism
SLC26A2	Multiple epiphyseal dysplasia type 4
SLC26A3	Congenital chloride diarrhea
SLC26A4	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
SLC26A4	Pendred syndrome
SLC26A5	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
SLC27A4	Ichthyosis prematurity syndrome
SLC29A3	Faisalabad histiocytosis
SLC29A3	Familial sinus histiocytosis with massive lymphadenopathy
SLC29A3	H syndrome
SLC29A3	Pigmented hypertrichosis with insulin dependent diabetes mellitus syndrome
SLC29A3	Sinus histiocytosis with massive lymphadenopathy
SLC2A1	Childhood absence epilepsy
SLC2A1	Epilepsy with myoclonic-astatic seizures
SLC2A1	Episodic choreoathetosis/spasticity
SLC2A1	Glucose transporter type 1 deficiency syndrome
SLC2A1	Paroxysmal exertion-induced dyskinesia
SLC2A10	Arterial tortuosity syndrome
SLC2A2	Bickel-Fanconi glycogenosis
SLC2A9	Hereditary renal hypouricemia
SLC33A1	Autosomal dominant spastic paraplegia type 42
SLC34A1	Dominant hypophosphatemia with nephrolithiasis or osteoporosis
SLC34A1	Primary Fanconi syndrome
SLC34A2	Pulmonary alveolar microlithiasis
SLC34A3	Hypophosphatemic rickets with hypercalciuria
SLC35A1	CDG syndrome type IIf
SLC35C1	Leukocyte adhesion deficiency type II
SLC35D1	Schneckenbecken dysplasia
SLC36A2	Iminoglycinuria
SLC39A13	Ehlers-Danlos syndrome, spondylocheiro dysplastic type
SLC39A4	Acrodermatitis enteropathica, zinc deficiency type
SLC3A1	2p21 microdeletion syndrome
SLC3A1	Atypical hypotonia - cystinuria syndrome
SLC3A1	Cystinuria
SLC3A1	Hypotonia - cystinuria syndrome
SLC40A1	Hemochromatosis type 4
SLC44A4	Congenital sialidosis type 2
SLC44A4	Juvenile sialidosis type 2
SLC44A4	Sialidosis type 1
SLC45A2	Oculocutaneous albinism type 4
SLC46A1	Hereditary folate malabsorption
SLC4A1	Distal renal tubular acidosis
SLC4A1	Hereditary elliptocytosis
SLC4A1	Hereditary spherocytosis
SLC4A11	Congenital hereditary endothelial dystrophy
SLC4A11	Corneal dystrophy - perceptive deafness
SLC4A11	Fuchs endothelial corneal dystrophy
SLC4A3	Distal renal tubular acidosis
SLC4A3	Hereditary elliptocytosis
SLC4A3	Hereditary spherocytosis
SLC4A4	Proximal renal tubular acidosis with ocular abnormalities and intellectual deficit
SLC5A1	Glucose-galactose malabsorption
SLC5A2	Renal glucosuria
SLC5A5	Familial thyroid dyshormonogenesis
SLC6A18	Iminoglycinuria
SLC6A19	Hartnup syndrome
SLC6A19	Iminoglycinuria
SLC6A20	Iminoglycinuria
SLC6A3	Infantile dystonia-parkinsonism
SLC6A5	Hereditary hyperekplexia
SLC6A8	X-linked creatine transporter deficiency
SLC7A7	Lysinuric protein intolerance
SLC7A9	Cystinuria
SLC9A3R1	Dominant hypophosphatemia with nephrolithiasis or osteoporosis
SLC9A6	Intellectual deficit, X-linked, South African type
SLCO5A1	8q13 microdeletion syndrome
SLURP1	Mal de Meleda
SLX4	Fanconi anemia
SMAD3	Aneurysm - osteoarthritis syndrome
SMAD4	Familial pancreatic carcinoma
SMAD4	Juvenile gastrointestinal polyposis
SMAD4	Rendu-Osler-Weber disease
SMAD9	Idiopathic and/or familial pulmonary arterial hypertension
SMARCA4	Familial rhabdoid tumor
SMARCAL1	Schimke immuno-osseous dysplasia
SMARCB1	Familial multiple meningioma
SMARCB1	Familial rhabdoid tumor
SMARCB1	Neurofibromatosis type 3
SMARCB1	Rhabdoid tumor
SMC1A	Cornelia de Lange syndrome
SMC3	Cornelia de Lange syndrome
SMN1	Neurogenic arthrogryposis multiplex congenita
SMN1	Proximal spinal muscular atrophy type 1
SMN1	Proximal spinal muscular atrophy type 2
SMN1	Proximal spinal muscular atrophy type 3
SMN1	Proximal spinal muscular atrophy type 4
SMN2	Neurogenic arthrogryposis multiplex congenita
SMN2	Proximal spinal muscular atrophy type 1
SMN2	Proximal spinal muscular atrophy type 2
SMN2	Proximal spinal muscular atrophy type 3
SMN2	Proximal spinal muscular atrophy type 4
SMOC1	Microphthalmia with limb anomalies
SMPD1	Niemann-Pick disease type A
SMPD1	Niemann-Pick disease type B
SMPX	X-linked nonsyndromic sensorineural deafness type DFN
SMS	Intellectual deficit, X-linked, Snyder type
SNAI2	Piebaldism
SNAI2	Waardenburg syndrome type 2
SNAP29	CEDNIK syndrome
SNCA	Lewy body dementia
SNCA	Young adult-onset Parkinsonism
SNCB	Lewy body dementia
SNRNP200	Retinitis pigmentosa
SNRPN	Prader-Willi syndrome
SNTA1	Romano-Ward syndrome
SNURF	Prader-Willi syndrome
SNX3	MMEP syndrome
SOD1	Amyotrophic lateral sclerosis
SOS1	Autosomal dominant gingival fibromatosis
SOS1	Noonan syndrome
SOST	Craniodiaphyseal dysplasia
SOST	Hyperostosis corticalis generalisata
SOST	Sclerosteosis
SOX10	Deaf blind hypopigmentation syndrome, Yemenite type
SOX10	Neurologic Waardenburg-Shah syndrome
SOX10	Waardenburg-Shah syndrome
SOX18	Hypotrichosis - lymphedema - telangiectasia
SOX2	Anophthalmia/microphthalmia - esophageal atresia
SOX2	Septo-optic dysplasia
SOX3	Panhypopituitarism
SOX3	Septo-optic dysplasia
SOX3	X-linked congenital generalized hypertrichosis
SOX3	X-linked intellectual deficit with isolated growth hormone deficiency
SOX9	Campomelic dysplasia
SP110	Hepatic veno-occlusive disease - immunodeficiency
SP7	Osteogenesis imperfecta type 4
SPAST	Autosomal dominant spastic paraplegia type 4
SPATA7	Congenital Leber amaurosis
SPATA7	Retinitis pigmentosa
SPECC1L	Commissural facial cleft
SPECC1L	Tessier number 4 facial cleft
SPG11	Autosomal recessive spastic paraplegia type 11
SPG20	Autosomal recessive spastic paraplegia type 20
SPG21	Autosomal recessive spastic paraplegia type 21
SPG7	Autosomal recessive spastic paraplegia type 7
SPIB	Primary biliary cirrhosis
SPINK1	Hereditary chronic pancreatitis
SPINK5	Netherton syndrome
SPINT2	Congenital sodium diarrhea
SPR	Dopa responsive dystonia due to sepiapterin reductase deficiency
SPRED1	Legius syndrome
SPTA1	Common hereditary elliptocytosis
SPTA1	Hereditary elliptocytosis
SPTA1	Hereditary pyropoikilocytosis
SPTA1	Hereditary spherocytosis
SPTAN1	Early infantile epileptic encephalopathy
SPTB	Hereditary spherocytosis
SPTBN2	Spinocerebellar ataxia type 5
SPTLC1	Hereditary sensory and autonomic neuropathy type 1
SPTLC2	Hereditary sensory and autonomic neuropathy type 1
SRD5A3	Al-Gazali-Dattani syndrome
SRD5A3	Intellectual deficit, Kahrizi type
SRPX2	Benign familial epilepsy of childhood with rolandic spikes
SRPX2	Bilateral perisylvian polymicrogyria
SRPX2	Rolandic epilepsy - speech dyspraxia
SRY	45,X/46,XY mixed gonadal dysgenesis
SRY	46,XX testicular disorder of sex development
SRY	46,XY complete gonadal dysgenesis
SRY	46,XY partial gonadal dysgenesis
SRY	Bilateral anorchia
SS18	Synovialosarcoma
SSTR5	Acromegaly
SSX1	Synovialosarcoma
SSX2	Synovialosarcoma
SSX2B	Synovialosarcoma
SSX2IP	Synovialosarcoma
ST14	Ichthyosis hypotrichosis syndrome
ST3GAL5	Amish infantile epilepsy syndrome
STAR	Congenital lipoid adrenal hyperplasia
STAT1	Chronic mucocutaneous candidiasis
STAT1	Mendelian susceptibility to atypical mycobacteria
STAT3	Autosomal dominant hyper IgE syndrome
STAT5B	Laron syndrome with immunodeficiency
STIL	Autosomal recessive primary microcephaly
STIL	Precursor T-cell acute lymphoblastic leukemia
STIM1	Severe combined immunodeficiency due to CRAC channel dysfunction
STK11	Peutz-Jeghers syndrome
STRA6	Matthew-Wood syndrome
STRC	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
STRC	Deafness-infertility syndrome
STS	Nonsyndromic X-linked ichthyosis
STX11	Familial hemophagocytic lymphohistiocytosis
STXBP1	Early infantile epileptic encephalopathy
STXBP2	Familial hemophagocytic lymphohistiocytosis
SUCLA2	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria
SUCLG1	Fatal infantile lactic acidosis with methylmalonic aciduria
SUFU	Desmoplastic/nodular medulloblastoma
SUFU	Medulloblastoma with extensive nodularity
SULF1	8q13 microdeletion syndrome
SUMF1	Multiple sulfatase deficiency
SUOX	Encephalopathy due to sulfite oxidase deficiency
SURF1	Fatal infantile cytochrome C oxidase deficiency
SURF1	Leigh syndrome with cardiomyopathy
SURF1	Leigh syndrome with leukodystrophy
SUZ12	17q11 microdeletion syndrome
SYCP3	Male infertility with normal virilization due to meiosis defect
SYN1	X-linked epilepsy - learning disabilities - behavior disorders
SYNE1	Arthrogryposis multiplex congenita
SYNE1	Autosomal dominant Emery-Dreifuss muscular dystrophy
SYNE1	Autosomal recessive ataxia, Beauce type
SYNE2	Autosomal dominant Emery-Dreifuss muscular dystrophy
SYNGAP1	Autosomal dominant nonsyndromic intellectual deficit
SYP	X-linked nonsyndromic intellectual deficit
SYT14	Autosomal recessive cerebellar ataxia - psychomotor retardation
T	Caudal regression sequence
T	Isolated spina bifida
TAC3	Normosmic congenital hypogonadotropic hypogonadism
TACO1	Leigh syndrome with cardiomyopathy
TACR3	Normosmic congenital hypogonadotropic hypogonadism
TACSTD2	Gelatinous drop-like corneal dystrophy
TAF1	X-linked dystonia-parkinsonism
TAL1	Precursor T-cell acute lymphoblastic leukemia
TALDO1	Transaldolase deficiency
TAP1	Immunodeficiency by defective expression of HLA class 1
TAP2	Immunodeficiency by defective expression of HLA class 1
TAP2	Immunodeficiency by defective expression of HLA class 2
TAPBP	Immunodeficiency by defective expression of HLA class 1
TARDBP	Amyotrophic lateral sclerosis
TARDBP	Frontotemporal dementia
TARDBP	Frontotemporal dementia with motor neuron disease
TAT	Tyrosinemia type 2
TAZ	Barth syndrome
TAZ	Familial isolated dilated cardiomyopathy
TAZ	Left ventricular noncompaction
TBC1D24	Myoclonic epilepsy of infancy
TBCE	Autosomal recessive Kenny-Caffey syndrome
TBCE	Sanjad-Sakati syndrome
TBL2	Williams syndrome
TBP	Spinocerebellar ataxia type 17
TBX1	22q11.2 microduplication syndrome
TBX1	Conotruncal heart malformations
TBX1	Double outlet right ventricle
TBX1	Monosomy 22q11
TBX15	Pelviscapular dysplasia
TBX19	Congenital isolated ACTH deficiency
TBX2	17q23.1q23.2 microdeletion syndrome
TBX20	Atrial septal defect, ostium secundum type
TBX22	Cleft hard  palate
TBX22	Submucosal cleft palate
TBX3	Ulnar-mammary syndrome
TBX4	17q23.1q23.2 microdeletion syndrome
TBX4	Coxo-podo-patellar syndrome
TBX5	Holt-Oram syndrome
TBXAS1	Bleeding diathesis due to thromboxane synthesis deficiency
TBXAS1	Ghosal hematodiaphyseal dysplasia
TCAP	Autosomal recessive limb-girdle muscular dystrophy type 2G
TCAP	Familial isolated dilated cardiomyopathy
TCF3	Precursor B-cell acute lymphoblastic leukemia
TCF4	Pallister-Hall syndrome
TCF4	Pitt-Hopkins syndrome
TCIRG1	Autosomal recessive malignant osteopetrosis
TCN2	Transcobalamin II deficiency
TCOF1	Treacher-Collins syndrome
TCTN1	Joubert syndrome
TCTN2	Joubert syndrome
TCTN2	Meckel syndrome
TDGF1	Holoprosencephaly
TEAD1	Helicoid peripapillary chorioretinal degeneration
TECR	Autosomal recessive nonsyndromic intellectual deficit
TECTA	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
TECTA	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
TEK	Mucocutaneous venous malformations
TERT	Dyskeratosis congenita
TERT	Idiopathic aplastic anemia
TERT	Idiopathic pulmonary fibrosis
TET2	Acute myeloid leukemia with multilineage dysplasia
TET2	Essential thrombocythemia
TET2	Idiopathic acquired sideroblastic anemia
TET2	Myelofibrosis with myeloid metaplasia
TET2	Polycythemia vera
TET2	Refractory anemia
TET2	Refractory anemia with excess blasts
TF	Atransferrinemia
TFAP2A	Branchio-oculo-facial syndrome
TFAP2B	Char syndrome
TFB1M	Mitochondrial nonsyndromic sensorineural deafness
TFE3	Alveolar soft-part sarcoma
TFE3	Familial papillary renal cell carcinoma
TFG	Papillary or follicular thyroid carcinoma
TFR2	Hemochromatosis type 3
TGFB1	Camurati-Engelmann disease
TGFB1	Corneal dystrophy, Avellino type
TGFB2	Peters anomaly
TGFB3	Familial isolated arrhythmogenic right ventricular dysplasia
TGFBI	Corneal dystrophy, Avellino type
TGFBI	Corneal dystrophy, Groenouw type
TGFBI	Corneal dystrophy, Reis-Buckler type
TGFBI	Corneal dystrophy, Thiel-Behnke type
TGFBI	Lattice corneal dystrophy type 1
TGFBI	Lattice corneal dystrophy type 3a
TGFBI	Microcystic corneal dystrophy
TGFBR1	Familial thoracic aortic aneurysm
TGFBR1	Loeys-Dietz syndrome type 1
TGFBR1	Multiple keratoacanthoma, Ferguson-Smith type
TGFBR2	Aortic dilatation - joint hypermobility - arterial tortuosity
TGFBR2	Familial thoracic aortic aneurysm
TGFBR2	Hereditary nonpolyposis colon cancer
TGFBR2	Loeys-Dietz syndrome type 1
TGFBR2	Marfan syndrome type 2
TGIF1	Holoprosencephaly
TGM1	Acral self-healing collodion baby
TGM1	Bathing suit ichthyosis
TGM1	Congenital nonbullous ichthyosiform erythroderma
TGM1	Self-healing collodion baby
TGM5	Generalized peeling skin syndrome type A
TGM6	Spinocerebellar ataxia type 35
TH	Autosomal recessive dopa-responsive dystonia
THAP1	Primary dystonia, DYT6 type
THBD	Atypical hemolytic uremic syndrome with thrombomodulin anomaly
THBD	Familial thrombomodulin anomalies
THPO	Familial thrombocytosis
THRB	Generalized resistance to thyroid hormone
THRB	Peripheral resistance to thyroid hormones
THRB	Selective pituitary resistance to thyroid hormone
TIMM8A	Deafness - opticoacoustic nerve atrophy - dementia
TIMM8A	Mohr-Tranebjaerg syndrome
TIMP3	Sorsby's fundus dystrophy
TINF2	Dyskeratosis congenita
TINF2	Retinopathy - anemia- central nervous system anomalies
TJP2	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
TJP2	Familial hypercholanemia
TK2	Mitochondrial DNA depletion syndrome, myopathic form
TLL1	Atrial septal defect, ostium primum type
TLL1	Atrial septal defect, ostium secundum type
TLR3	Herpetic encephalitis
TMC1	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
TMC1	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
TMC6	Epidermodysplasia verruciformis
TMC8	Epidermodysplasia verruciformis
TMCO1	TMCO1 defect syndrome
TMEM114	Microphthalmia - cataract
TMEM126A	Autosomal recessive optic atrophy, OPA7 type
TMEM127	Hereditary pheochromocytoma-paraganglioma
TMEM185A	FRAXF syndrome
TMEM216	Joubert syndrome with oculorenal defect
TMEM216	Joubert syndrome with orofaciodigital defect
TMEM216	Meckel syndrome
TMEM43	Autosomal dominant Emery-Dreifuss muscular dystrophy
TMEM43	Familial isolated arrhythmogenic right ventricular dysplasia
TMEM67	Bardet-Biedl syndrome
TMEM67	Joubert syndrome
TMEM67	Joubert syndrome with hepatic defect
TMEM67	Meckel syndrome
TMEM67	Senior-Boichis syndrome
TMEM70	Isolated ATP synthase deficiency
TMEM70	Mitochondrial encephalo-cardio-myopathy due to TMEM70 deficiency
TMIE	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
TMPO	Familial isolated dilated cardiomyopathy
TMPRSS15	Congenital enteropathy due to enteropeptidase deficiency
TMPRSS3	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
TMPRSS6	IRIDA syndrome
TNFRSF10B	Squamous cell carcinoma of head and neck
TNFRSF11A	Autosomal recessive malignant osteopetrosis
TNFRSF11A	Familial expansile osteolysis
TNFRSF11A	Osteopetrosis - hypogammaglobulinemia
TNFRSF11B	Juvenile Paget's disease
TNFRSF13B	Common variable immunodeficiency due to TNFR deficiency
TNFRSF13C	Common variable immunodeficiency due to TNFR deficiency
TNFRSF1A	TRAPS syndrome
TNFSF11	Autosomal recessive malignant osteopetrosis
TNNC1	Familial isolated dilated cardiomyopathy
TNNI2	Sheldon-Hall syndrome
TNNI3	Familial isolated dilated cardiomyopathy
TNNI3	Familial restrictive cardiomyopathy type 1
TNNT1	Amish nemaline myopathy
TNNT2	Familial isolated dilated cardiomyopathy
TNNT2	Familial restrictive cardiomyopathy type 3
TNNT2	Left ventricular noncompaction
TNNT3	Sheldon-Hall syndrome
TNPO3	Primary biliary cirrhosis
TOPORS	Retinitis pigmentosa
TOR1A	Early onset torsion dystonia
TOR1A	Myoclonic dystonia
TP53	Chronic B-cell lymphocytic leukemia
TP53	Familial pancreatic carcinoma
TP53	Glioblastoma
TP53	Li-Fraumeni syndrome
TP53	Papilloma of choroid plexus
TP63	ADULT syndrome
TP63	Ankyloblepharon - ectodermal defects - cleft lip/palate
TP63	EEC syndrome
TP63	Limb-mammary syndrome
TP63	Split hand - split foot
TPI1	Triose phosphate-isomerase deficiency
TPM1	Familial isolated dilated cardiomyopathy
TPM1	Left ventricular noncompaction
TPM2	Cap myopathy
TPM2	Digitotalar dysmorphism
TPM2	Escobar syndrome
TPM2	Mild nemaline myopathy
TPM2	Sheldon-Hall syndrome
TPM2	Typical nemaline myopathy
TPM3	Congenital fiber-type disproportion myopathy
TPM3	Intermediate nemaline myopathy
TPM3	Mild nemaline myopathy
TPMT	Thiopurine S-methyltransferase deficiency
TPO	Familial thyroid dyshormonogenesis
TPP1	CLN2 disease
TPR	Papillary or follicular thyroid carcinoma
TPRN	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
TRAPPC9	Autosomal recessive nonsyndromic intellectual deficit
TREH	Diarrhea-vomiting due to trehalase deficiency
TREM2	Polycystic lipomembranous osteodysplasia - sclerosing leukoencephalopathy
TREX1	Aicardi-Goutieres syndrome
TREX1	Cerebroretinal vasculopathy
TREX1	Chilblain lupus
TREX1	HERNS syndrome
TREX1	Hereditary vascular retinopathy
TRH	Resistance to thyrotropin-releasing hormone syndrome
TRHR	Resistance to thyrotropin-releasing hormone syndrome
TRIM24	Papillary or follicular thyroid carcinoma
TRIM27	Papillary or follicular thyroid carcinoma
TRIM32	Autosomal recessive limb-girdle muscular dystrophy type 2H
TRIM32	Bardet-Biedl syndrome
TRIM33	Papillary or follicular thyroid carcinoma
TRIM37	MULIBREY nanism
TRIOBP	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
TRIP11	Achondrogenesis type 1A
TRMU	Acute infantile liver failure due to mtDNA-encoded proteins synthesis defect
TRMU	Mitochondrial nonsyndromic sensorineural deafness
TRPC6	Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis
TRPM1	Congenital stationary night blindness
TRPM4	Familial progressive cardiac conduction defect
TRPM6	Hypomagnesemia caused by selective magnesium malabsorption
TRPM7	Amyotrophic lateral sclerosis-parkinsonism-dementia complex
TRPS1	Langer-Giedion syndrome
TRPS1	Trichorhinophalangeal syndrome type 1 and 3
TSC1	Isolated focal cortical dysplasia
TSC1	Lymphangioleiomyomatosis
TSC1	Tuberous sclerosis
TSC2	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis
TSC2	Lymphangioleiomyomatosis
TSC2	Tuberous sclerosis
TSEN2	Pontocerebellar hypoplasia type 2
TSEN34	Pontocerebellar hypoplasia type 2
TSEN54	Pontocerebellar hypoplasia type 2
TSEN54	Pontocerebellar hypoplasia type 4
TSEN54	Pontocerebellar hypoplasia type 5
TSFM	Fatal mitochondrial disease due to combined oxidative phosphorylation deficiency 3
TSHB	Isolated thyroid-stimulating hormone deficiency
TSHR	Athyreosis
TSHR	Familial gestational hyperthyroidism
TSHR	Familial hyperthyroidism due to mutations in TSH receptor
TSHR	Hypothyroidism due to TSH receptor mutations
TSHR	Thyroid hypoplasia
TSPAN12	Familial exudative vitreoretinopathy
TSPAN7	X-linked nonsyndromic intellectual deficit
TSPYL1	Sudden infant death - dysgenesis of the testes
TTBK2	Spinocerebellar ataxia type 11
TTC19	Isolated CoQ-cytochrome C reductase deficiency
TTC21B	Infantile autosomal recessive medullary cystic kidney disease
TTC21B	Jeune syndrome
TTC37	Syndromic diarrhea
TTC8	Bardet-Biedl syndrome
TTC8	Retinitis pigmentosa
TTPA	Friedreich-like ataxia with selective vitamin E deficiency
TTR	Familial amyloid polyneuropathy
TTR	Transthyretin-related familial amyloid cardiomyopathy
TUBA1A	Lissencephaly due to TUBA1A mutation
TUBA8	Polymicrogyria with optic nerve hypoplasia
TUBB1	Autosomal dominant macrothrombocytopenia
TUBB2B	Unilateral hemispheric polymicrogyria
TUBB3	Congenital fibrosis of extraocular muscles
TUFM	Combined oxidative phosphorylation defect type 4
TULP1	Congenital Leber amaurosis
TULP1	Retinitis pigmentosa
TUSC3	Autosomal recessive nonsyndromic intellectual deficit
TWIST1	Isolated brachycephaly
TWIST1	Isolated scaphocephaly
TWIST1	Saethre-Chotzen syndrome
TWIST2	Facial ectodermal dysplasia
TXNDC3	Primary ciliary dyskinesia
TYK2	Autosomal recessive hyper IgE syndrome
TYK2	Mendelian susceptibility to atypical mycobacteria
TYMP	Mitochondrial neurogastrointestinal encephalomyopathy
TYR	Oculocutaneous albinism type 1A
TYR	Oculocutaneous albinism type 1B
TYR	Waardenburg syndrome type 2
TYROBP	Polycystic lipomembranous osteodysplasia - sclerosing leukoencephalopathy
TYRP1	Oculocutaneous albinism type 3
UBA1	X-linked distal arthrogryposis multiplex congenita
UBE2A	Intellectual deficit, X-linked, Nascimento type
UBE3A	Angelman syndrome
UBE3A	Angelman syndrome due to maternal 15q11q13 deletion
UBIAD1	Schnyder's crystalline corneal dystrophy
UBQLN2	Amyotrophic lateral sclerosis
UBR1	Johanson-Blizzard syndrome
UCHL1	Young adult-onset Parkinsonism
UFD1L	Monosomy 22q11
UGT1A1	Crigler-Najjar syndrome type 1
UGT1A1	Crigler-Najjar syndrome type 2
UGT1A1	Transient familial neonatal hyperbilirubinemia
UMOD	Autosomal dominant medullary cystic kidney disease with or without hyperuricemia
UMOD	Familial juvenile hyperuricemic nephropathy type 1
