Approved Symbol	Gene family description
GRIA1	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIA2	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIA3	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIA4	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRID1	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRID2	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIK1	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIK1-AS1	"ncRNAs / Long non-coding RNAs"
GRIK1-AS2	"ncRNAs / Long non-coding RNAs"
GRIK2	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIK3	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIK4	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIK5	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIN1	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIN2A	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIN2B	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIN2C	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIN2D	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIN3A	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRIN3B	"Ligand-gated ion channels / Glutamate receptors, ionotropic"
GRM5-AS1	"ncRNAs / Long non-coding RNAs"
GRM7-AS1	"ncRNAs / Long non-coding RNAs"
GRM7-AS2	"ncRNAs / Long non-coding RNAs"
GRM7-AS3	"ncRNAs / Long non-coding RNAs"
GRTP1-AS1	"ncRNAs / Long non-coding RNAs"
GRWD1	"WD repeat domain containing"
GSC	"Homeoboxes / PRD class"
GSC2	"Homeoboxes / PRD class"
GSN-AS1	"ncRNAs / Long non-coding RNAs"
GSX1	"Homeoboxes / ANTP class : HOXL subclass"
GSX2	"Homeoboxes / ANTP class : HOXL subclass"
GTF2A1	"General transcription factors"
GTF2A2	"General transcription factors"
GTF2B	"General transcription factors"
GTF2E1	"General transcription factors"
GTF2E2	"General transcription factors"
GTF2F1	"General transcription factors"
GTF2F2	"General transcription factors"
GTF2F2P1	"General transcription factors"
GTF2H1	"General transcription factors"
GTF2H2	"General transcription factors"
GTF2H2B	"General transcription factors"
GTF2H2C	"General transcription factors"
GTF2H3	"General transcription factors"
GTF2H4	"General transcription factors"
GTF2H5	"General transcription factors"
GTF2I	"General transcription factors"
GTF2IP1	"General transcription factors"
GTF2IP2	"General transcription factors"
GTF3A	"General transcription factors"
GTF3C1	"General transcription factors"
GTF3C2	"General transcription factors"
GTF3C3	"General transcription factors"
GTF3C4	"Chromatin-modifying enzymes / K-acetyltransferases", "General transcription factors"
GTF3C5	"General transcription factors"
GTF3C6	"General transcription factors"
GTPBP6	"Pseudoautosomal regions / PAR1"
GYG2-AS1	"ncRNAs / Long non-coding RNAs"
GYPA	"CD molecules", "Blood group antigens"
GYPB	"CD molecules", "Blood group antigens"
GYPC	"CD molecules", "Blood group antigens"
GYPE	"Blood group antigens"
GZF1	"Zinc fingers, C2H2 and BTB domain containing"
H1F0	"Histones / Replication-independent"
H1FNT	"Histones / Replication-independent"
H1FOO	"Histones / Replication-independent"
H1FX	"Histones / Replication-independent"
H1FX-AS1	"ncRNAs / Long non-coding RNAs"
H2AFB1	"Histones / Replication-independent"
H2AFB2	"Histones / Replication-independent"
H2AFB3	"Histones / Replication-independent"
H2AFJ	"Histones / Replication-independent"
H2AFV	"Histones / Replication-independent"
H2AFVP1	"Histones / Replication-independent"
H2AFX	"Histones / Replication-independent"
H2AFY	"Histones / Replication-independent"
H2AFY2	"Histones / Replication-independent"
H2AFZ	"Histones / Replication-independent"
H2AFZP1	"Histones / Replication-independent"
H2AFZP2	"Histones / Replication-independent"
H2AFZP3	"Histones / Replication-independent"
H2AFZP4	"Histones / Replication-independent"
H2AFZP5	"Histones / Replication-independent"
H2AFZP6	"Histones / Replication-independent"
H2BFM	"Histones / Replication-independent"
H2BFS	"Histones / Replication-independent"
H2BFWT	"Histones / Replication-independent"
H2BFXP	"Histones / Replication-independent"
H3F3A	"Histones / Replication-independent"
H3F3AP1	"Histones / Replication-independent"
H3F3AP2	"Histones / Replication-independent"
H3F3B	"Histones / Replication-independent"
H3F3C	"Histones / Replication-independent"
H4F3~withdrawn	"Histones / Replication-independent"
H19	"ncRNAs / Long non-coding RNAs"
HAND1	"Basic helix-loop-helix proteins"
HAND2	"Basic helix-loop-helix proteins"
HAO2-IT1	"ncRNAs / Long non-coding RNAs"
HAR1A	"ncRNAs / Long non-coding RNAs"
HAR1B	"ncRNAs / Long non-coding RNAs"
HARS	"Aminoacyl tRNA synthetases / Class II"
HARS2	"Aminoacyl tRNA synthetases / Class II"
HAS2-AS1	"ncRNAs / Long non-coding RNAs"
HAT1	"Chromatin-modifying enzymes / K-acetyltransferases"
HAUS1	"HAUS augmin-like complex subunits"
HAUS2	"HAUS augmin-like complex subunits"
HAUS3	"HAUS augmin-like complex subunits"
HAUS4	"HAUS augmin-like complex subunits"
HAUS5	"HAUS augmin-like complex subunits"
HAUS6	"HAUS augmin-like complex subunits"
HAUS7	"HAUS augmin-like complex subunits"
HAUS8	"HAUS augmin-like complex subunits"
HCAR1	"G protein-coupled receptors", "Hydroxy-carboxylic acid receptors"
HCAR2	"G protein-coupled receptors", "Hydroxy-carboxylic acid receptors"
HCAR3	"G protein-coupled receptors", "Hydroxy-carboxylic acid receptors"
HCFC1-AS1	"ncRNAs / Long non-coding RNAs"
HCG4	"ncRNAs / Long non-coding RNAs"
HCG4B	"ncRNAs / Long non-coding RNAs"
HCG4P1	"ncRNAs / RNA pseudogenes"
HCG4P2	"ncRNAs / RNA pseudogenes"
HCG4P3	"ncRNAs / RNA pseudogenes"
HCG4P4	"ncRNAs / RNA pseudogenes"
HCG4P5	"ncRNAs / RNA pseudogenes"
HCG4P7	"ncRNAs / RNA pseudogenes"
HCG4P9	"ncRNAs / RNA pseudogenes"
HCG4P11	"ncRNAs / RNA pseudogenes"
HCG9	"ncRNAs / Long non-coding RNAs"
HCG12~withdrawn	"ncRNAs / Long non-coding RNAs"
HCG17	"ncRNAs / Long non-coding RNAs"
HCG18	"ncRNAs / Long non-coding RNAs"
HCG20	"ncRNAs / Long non-coding RNAs"
HCG21	"ncRNAs / Long non-coding RNAs"
HCG22	"ncRNAs / Long non-coding RNAs"
HCG26	"ncRNAs / Long non-coding RNAs"
HCG27	"ncRNAs / Long non-coding RNAs"
HCN1	"Voltage-gated ion channels / Cyclic nucleotide-regulated channels"
HCN2	"Voltage-gated ion channels / Cyclic nucleotide-regulated channels"
HCN3	"Voltage-gated ion channels / Cyclic nucleotide-regulated channels"
HCN4	"Voltage-gated ion channels / Cyclic nucleotide-regulated channels"
HDAC11-AS1	"ncRNAs / Long non-coding RNAs"
HDX	"Homeoboxes / POU class"
HECW1-IT1	"ncRNAs / Long non-coding RNAs"
HELT	"Basic helix-loop-helix proteins"
HELZ	"Zinc fingers, C2H2-type"
HES1	"Basic helix-loop-helix proteins"
HES2	"Basic helix-loop-helix proteins"
HES3	"Basic helix-loop-helix proteins"
HES4	"Basic helix-loop-helix proteins"
HES5	"Basic helix-loop-helix proteins"
HES6	"Basic helix-loop-helix proteins"
HES7	"Basic helix-loop-helix proteins"
HESX1	"Homeoboxes / PRD class"
HEXDC-IT1	"ncRNAs / Long non-coding RNAs"
HEY1	"Basic helix-loop-helix proteins"
HEY2	"Basic helix-loop-helix proteins"
HEYL	"Basic helix-loop-helix proteins"
HGS	"Zinc fingers, FYVE domain containing"
HHATL-AS1	"ncRNAs / Long non-coding RNAs"
HHEX	"Homeoboxes / ANTP class : NKL subclass"
HIC1	"Zinc fingers, C2H2 and BTB domain containing"
HIC2	"Zinc fingers, C2H2 and BTB domain containing"
HIF1A	"Basic helix-loop-helix proteins"
HIF1A-AS1	"ncRNAs / Long non-coding RNAs"
HIF1A-AS2	"ncRNAs / Long non-coding RNAs"
HIF3A	"Basic helix-loop-helix proteins"
HINFP	"Zinc fingers, C2H2-type"
HIST1H1A	"Histones / Replication-dependent"
HIST1H1B	"Histones / Replication-dependent"
HIST1H1C	"Histones / Replication-dependent"
HIST1H1D	"Histones / Replication-dependent"
HIST1H1E	"Histones / Replication-dependent"
HIST1H1PS1	"Histones / Replication-dependent"
HIST1H1PS2	"Histones / Replication-dependent"
HIST1H1T	"Histones / Replication-dependent"
HIST1H2AA	"Histones / Replication-dependent"
HIST1H2AB	"Histones / Replication-dependent"
HIST1H2AC	"Histones / Replication-dependent"
HIST1H2AD	"Histones / Replication-dependent"
HIST1H2AE	"Histones / Replication-dependent"
HIST1H2AG	"Histones / Replication-dependent"
HIST1H2AH	"Histones / Replication-dependent"
HIST1H2AI	"Histones / Replication-dependent"
HIST1H2AJ	"Histones / Replication-dependent"
HIST1H2AK	"Histones / Replication-dependent"
HIST1H2AL	"Histones / Replication-dependent"
HIST1H2AM	"Histones / Replication-dependent"
HIST1H2APS1	"Histones / Replication-dependent"
HIST1H2APS2	"Histones / Replication-dependent"
HIST1H2APS3	"Histones / Replication-dependent"
HIST1H2APS4	"Histones / Replication-dependent"
HIST1H2APS5	"Histones / Replication-dependent"
HIST1H2BA	"Histones / Replication-dependent"
HIST1H2BB	"Histones / Replication-dependent"
HIST1H2BC	"Histones / Replication-dependent"
HIST1H2BD	"Histones / Replication-dependent"
HIST1H2BE	"Histones / Replication-dependent"
HIST1H2BF	"Histones / Replication-dependent"
HIST1H2BG	"Histones / Replication-dependent"
HIST1H2BH	"Histones / Replication-dependent"
HIST1H2BI	"Histones / Replication-dependent"
HIST1H2BJ	"Histones / Replication-dependent"
HIST1H2BK	"Histones / Replication-dependent"
HIST1H2BL	"Histones / Replication-dependent"
HIST1H2BM	"Histones / Replication-dependent"
HIST1H2BN	"Histones / Replication-dependent"
HIST1H2BO	"Histones / Replication-dependent"
HIST1H2BPS1	"Histones / Replication-dependent"
HIST1H2BPS2	"Histones / Replication-dependent"
HIST1H3A	"Histones / Replication-dependent"
HIST1H3B	"Histones / Replication-dependent"
HIST1H3C	"Histones / Replication-dependent"
HIST1H3D	"Histones / Replication-dependent"
HIST1H3E	"Histones / Replication-dependent"
HIST1H3F	"Histones / Replication-dependent"
HIST1H3G	"Histones / Replication-dependent"
HIST1H3H	"Histones / Replication-dependent"
HIST1H3I	"Histones / Replication-dependent"
HIST1H3J	"Histones / Replication-dependent"
HIST1H3PS1	"Histones / Replication-dependent"
HIST1H4A	"Histones / Replication-dependent"
HIST1H4B	"Histones / Replication-dependent"
HIST1H4C	"Histones / Replication-dependent"
HIST1H4D	"Histones / Replication-dependent"
HIST1H4E	"Histones / Replication-dependent"
HIST1H4F	"Histones / Replication-dependent"
HIST1H4G	"Histones / Replication-dependent"
HIST1H4H	"Histones / Replication-dependent"
HIST1H4I	"Histones / Replication-dependent"
HIST1H4J	"Histones / Replication-dependent"
HIST1H4K	"Histones / Replication-dependent"
HIST1H4L	"Histones / Replication-dependent"
HIST1H4PS1	"Histones / Replication-dependent"
HIST2H2AA3	"Histones / Replication-dependent"
HIST2H2AA4	"Histones / Replication-dependent"
HIST2H2AB	"Histones / Replication-dependent"
HIST2H2AC	"Histones / Replication-dependent"
HIST2H2BA	"Histones / Replication-dependent"
HIST2H2BB	"Histones / Replication-dependent"
HIST2H2BC	"Histones / Replication-dependent"
HIST2H2BD	"Histones / Replication-dependent"
HIST2H2BE	"Histones / Replication-dependent"
HIST2H2BF	"Histones / Replication-dependent"
HIST2H3A	"Histones / Replication-dependent"
HIST2H3B	"Histones / Replication-dependent"
HIST2H3C	"Histones / Replication-dependent"
HIST2H3D	"Histones / Replication-dependent"
HIST2H3PS2	"Histones / Replication-dependent"
HIST2H4A	"Histones / Replication-dependent"
HIST2H4B	"Histones / Replication-dependent"
HIST3H2A	"Histones / Replication-dependent"
HIST3H2BA	"Histones / Replication-dependent"
HIST3H2BB	"Histones / Replication-dependent"
HIST3H3	"Histones / Replication-dependent"
HIST4H4	"Histones / Replication-dependent"
HIVEP1	"Zinc fingers, C2H2-type"
HKR1	"Zinc fingers, C2H2-type"
HLA-A	"Histocompatibility complex"
HLA-AS1	"ncRNAs / Long non-coding RNAs"
HLA-B	"Histocompatibility complex"
HLA-C	"Histocompatibility complex"
HLA-DMA	"Histocompatibility complex"
HLA-DMB	"Histocompatibility complex"
HLA-DOA	"Histocompatibility complex"
HLA-DOB	"Histocompatibility complex"
HLA-DPA1	"Histocompatibility complex"
HLA-DPA2	"Histocompatibility complex"
HLA-DPA3	"Histocompatibility complex"
HLA-DPB1	"Histocompatibility complex"
HLA-DPB2	"Histocompatibility complex"
HLA-DQA1	"Histocompatibility complex"
HLA-DQA2	"Histocompatibility complex"
HLA-DQB1	"Histocompatibility complex"
HLA-DQB1-AS1	"ncRNAs / Long non-coding RNAs"
HLA-DQB2	"Histocompatibility complex"
HLA-DQB3	"Histocompatibility complex"
HLA-DRA	"Histocompatibility complex"
HLA-DRB1	"Histocompatibility complex"
HLA-DRB2	"Histocompatibility complex"
HLA-DRB3	"Histocompatibility complex"
HLA-DRB4	"Histocompatibility complex"
HLA-DRB5	"Histocompatibility complex"
HLA-DRB6	"Histocompatibility complex"
HLA-DRB7	"Histocompatibility complex"
HLA-DRB8	"Histocompatibility complex"
HLA-DRB9	"Histocompatibility complex"
HLA-E	"Histocompatibility complex"
HLA-F	"Histocompatibility complex"
HLA-F-AS1	"ncRNAs / Long non-coding RNAs"
HLA-G	"Histocompatibility complex"
HLA-H	"Histocompatibility complex"
HLA-J	"Histocompatibility complex"
HLA-K	"Histocompatibility complex"
HLA-L	"Histocompatibility complex"
HLA-N	"Histocompatibility complex"
HLA-P	"Histocompatibility complex"
HLA-S	"Histocompatibility complex"
HLA-T	"Histocompatibility complex"
HLA-U	"Histocompatibility complex"
HLA-V	"Histocompatibility complex"
HLA-W	"Histocompatibility complex"
HLA-X	"Histocompatibility complex"
HLA-Y	"Histocompatibility complex"
HLA-Z	"Histocompatibility complex"
HLCS-IT1	"ncRNAs / Long non-coding RNAs"
HLTF	"RING-type zinc fingers"
HLTF-AS1	"ncRNAs / Long non-coding RNAs"
HLX	"Homeoboxes / ANTP class : NKL subclass"
HM13-AS1	"ncRNAs / Long non-coding RNAs"
HM13-IT1	"ncRNAs / Long non-coding RNAs"
HMBOX1	"Homeoboxes / HNF class"
HMBOX1-IT1	"ncRNAs / Long non-coding RNAs"
HMBOX1-OT1	"ncRNAs / Long non-coding RNAs"
HMCN1	"Fibulins"
HMCN2	"Fibulins"
HMG20A	"High mobility group / Non-canonical"
HMG20B	"High mobility group / Non-canonical"
HMGA1	"High-mobility group / Canonical"
HMGA1P1	"High mobility group / AT-hook pseudogenes"
HMGA1P2	"High mobility group / AT-hook pseudogenes"
HMGA1P3	"High mobility group / AT-hook pseudogenes"
HMGA1P4	"High mobility group / AT-hook pseudogenes"
HMGA1P5	"High mobility group / AT-hook pseudogenes"
HMGA1P6	"High mobility group / AT-hook pseudogenes"
HMGA1P7	"High mobility group / AT-hook pseudogenes"
HMGA1P8	"High mobility group / AT-hook pseudogenes"
HMGA2	"High-mobility group / Canonical"
HMGB1	"High-mobility group / Canonical"
HMGB1P1	"High mobility group / HMG-box pseudogenes"
HMGB1P3	"High mobility group / HMG-box pseudogenes"
HMGB1P4	"High mobility group / HMG-box pseudogenes"
HMGB1P5	"High mobility group / HMG-box pseudogenes"
HMGB1P6	"High mobility group / HMG-box pseudogenes"
HMGB1P7	"High mobility group / HMG-box pseudogenes"
HMGB1P8	"High mobility group / HMG-box pseudogenes"
HMGB1P9	"High mobility group / HMG-box pseudogenes"
HMGB1P10	"High mobility group / HMG-box pseudogenes"
HMGB1P11	"High mobility group / HMG-box pseudogenes"
HMGB1P12	"High mobility group / HMG-box pseudogenes"
HMGB1P13	"High mobility group / HMG-box pseudogenes"
HMGB1P14	"High mobility group / HMG-box pseudogenes"
HMGB1P15	"High mobility group / HMG-box pseudogenes"
HMGB1P16	"High mobility group / HMG-box pseudogenes"
HMGB1P17	"High mobility group / HMG-box pseudogenes"
HMGB1P18	"High mobility group / HMG-box pseudogenes"
HMGB1P19	"High mobility group / HMG-box pseudogenes"
HMGB1P20	"High mobility group / HMG-box pseudogenes"
HMGB1P21	"High mobility group / HMG-box pseudogenes"
HMGB1P22	"High mobility group / HMG-box pseudogenes"
HMGB1P23	"High mobility group / HMG-box pseudogenes"
HMGB1P24	"High mobility group / HMG-box pseudogenes"
HMGB1P25	"High mobility group / HMG-box pseudogenes"
HMGB1P26	"High mobility group / HMG-box pseudogenes"
HMGB1P27	"High mobility group / HMG-box pseudogenes"
HMGB1P28	"High mobility group / HMG-box pseudogenes"
HMGB1P29	"High mobility group / HMG-box pseudogenes"
HMGB1P30	"High mobility group / HMG-box pseudogenes"
HMGB1P31	"High mobility group / HMG-box pseudogenes"
HMGB1P32	"High mobility group / HMG-box pseudogenes"
HMGB1P33	"High mobility group / HMG-box pseudogenes"
HMGB1P34	"High mobility group / HMG-box pseudogenes"
HMGB1P35	"High mobility group / HMG-box pseudogenes"
HMGB1P36	"High mobility group / HMG-box pseudogenes"
HMGB1P37	"High mobility group / HMG-box pseudogenes"
HMGB1P38	"High mobility group / HMG-box pseudogenes"
HMGB1P39	"High mobility group / HMG-box pseudogenes"
HMGB1P40	"High mobility group / HMG-box pseudogenes"
HMGB1P41	"High mobility group / HMG-box pseudogenes"
HMGB1P42	"High mobility group / HMG-box pseudogenes"
HMGB1P43	"High mobility group / HMG-box pseudogenes"
HMGB1P44	"High mobility group / HMG-box pseudogenes"
HMGB1P45	"High mobility group / HMG-box pseudogenes"
HMGB1P46	"High mobility group / HMG-box pseudogenes"
HMGB1P47	"High mobility group / HMG-box pseudogenes"
HMGB1P48	"High mobility group / HMG-box pseudogenes"
HMGB1P49	"High mobility group / HMG-box pseudogenes"
HMGB2	"High-mobility group / Canonical"
HMGB2P1	"High mobility group / HMG-box pseudogenes"
HMGB3	"High-mobility group / Canonical"
HMGB3P1	"High mobility group / HMG-box pseudogenes"
HMGB3P2	"High mobility group / HMG-box pseudogenes"
HMGB3P3	"High mobility group / HMG-box pseudogenes"
HMGB3P4	"High mobility group / HMG-box pseudogenes"
HMGB3P5	"High mobility group / HMG-box pseudogenes"
HMGB3P6	"High mobility group / HMG-box pseudogenes"
HMGB3P7	"High mobility group / HMG-box pseudogenes"
HMGB3P8	"High mobility group / HMG-box pseudogenes"
HMGB3P9	"High mobility group / HMG-box pseudogenes"
HMGB3P10	"High mobility group / HMG-box pseudogenes"
HMGB3P11	"High mobility group / HMG-box pseudogenes"
HMGB3P12	"High mobility group / HMG-box pseudogenes"
HMGB3P13	"High mobility group / HMG-box pseudogenes"
HMGB3P14	"High mobility group / HMG-box pseudogenes"
HMGB3P15	"High mobility group / HMG-box pseudogenes"
HMGB3P16	"High mobility group / HMG-box pseudogenes"
HMGB3P17	"High mobility group / HMG-box pseudogenes"
HMGB3P18	"High mobility group / HMG-box pseudogenes"
HMGB3P19	"High mobility group / HMG-box pseudogenes"
HMGB3P20	"High mobility group / HMG-box pseudogenes"
HMGB3P21	"High mobility group / HMG-box pseudogenes"
HMGB3P22	"High mobility group / HMG-box pseudogenes"
HMGB3P23	"High mobility group / HMG-box pseudogenes"
HMGB3P26	"High mobility group / HMG-box pseudogenes"
HMGB3P27	"High mobility group / HMG-box pseudogenes"
HMGB3P28	"High mobility group / HMG-box pseudogenes"
HMGB3P29	"High mobility group / HMG-box pseudogenes"
HMGB3P31	"High mobility group / HMG-box pseudogenes"
HMGB3P32	"High mobility group / HMG-box pseudogenes"
HMGB4	"High-mobility group / Canonical"
HMGN1	"High-mobility group / Canonical"
HMGN1P1	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P2	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P3	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P4	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P5	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P6	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P7	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P8	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P9	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P10	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P11	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P12	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P13	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P14	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P15	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P16	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P17	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P18	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P19	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P20	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P21	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P22	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P23	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P24	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P25	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P26	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P27	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P28	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P29	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P30	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P31	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P32	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P33	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P34	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P35	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P36	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P37	"High mobility group / Nucleosome binding pseudogenes"
HMGN1P38	"High mobility group / Nucleosome binding pseudogenes"
HMGN2	"High-mobility group / Canonical"
HMGN2P1	"High mobility group / Nucleosome binding pseudogenes"
HMGN2P2	"High mobility group / Nucleosome binding pseudogenes"
HMGN2P3	"High mobility group / Nucleosome binding pseudogenes"
