gene	disease
GABRB3	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 5 
GABRD	CHROMOSOME 1p36 DELETION SYNDROME 
GABRD	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10 
GABRD	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1 
GABRG2	DRAVET SYNDROME 
GABRG2	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2 
GABRG2	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1 
GABRG2	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 3 
GAD1	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 1 
GALC	KRABBE DISEASE 
GALE	GALACTOSE EPIMERASE DEFICIENCY 
GALK1	GALACTOKINASE DEFICIENCY 
GALNS	MUCOPOLYSACCHARIDOSIS TYPE IVA 
GALNT12	COLORECTAL CANCER, SUSCEPTIBILITY TO, 1 
GALNT3	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL 
GALT	GALACTOSEMIA 
GAMT	GUANIDINOACETATE METHYLTRANSFERASE DEFICIENCY 
GAN	GIANT AXONAL NEUROPATHY 1 
GARS	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2D 
GARS	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V 
GATA1	ANEMIA, X-LINKED, WITHOUT THROMBOCYTOPENIA 
GATA1	DOWN SYNDROME 
GATA1	DYSERYTHROPOIETIC ANEMIA WITH THROMBOCYTOPENIA 
GATA1	THROMBOCYTOPENIA, PLATELET DYSFUNCTION, HEMOLYSIS, AND IMBALANCED 
GATA2	DENDRITIC CELL, MONOCYTE, B LYMPHOCYTE, AND NATURAL KILLER LYMPHOCYTE 
GATA2	LEUKEMIA, ACUTE MYELOID 
GATA2	LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA 
GATA2	MYELODYSPLASTIC SYNDROME 
GATA3	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE 
GATA4	ATRIAL SEPTAL DEFECT 2 
GATA4	ATRIOVENTRICULAR SEPTAL DEFECT 4 
GATA4	VENTRICULAR SEPTAL DEFECT 1 
GATM	ARGININE:GLYCINE AMIDINOTRANSFERASE DEFICIENCY 
GBA	GAUCHER DISEASE, PERINATAL LETHAL 
GBA	GAUCHER DISEASE, TYPE I 
GBA	GAUCHER DISEASE, TYPE II 
GBA	GAUCHER DISEASE, TYPE III 
GBA	GAUCHER DISEASE, TYPE IIIC 
GBA	PARKINSON DISEASE, LATE-ONSET 
GBE1	GLYCOGEN STORAGE DISEASE IV 
GBE1	POLYGLUCOSAN BODY DISEASE, ADULT FORM 
GC	GRAVESDISEASE
GCDH	GLUTARIC ACIDEMIA I 
GCGR	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
GCH1	DYSTONIA, DOPA-RESPONSIVE 
GCH1	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, B 
GCK	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
GCK	DIABETES MELLITUS, PERMANENT NEONATAL 
GCK	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3 
GCK	MATURITY-ONSET DIABETES OF THE YOUNG 
GCK	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 
GCKR	FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 5 
GCLC	GAMMA-GLUTAMYLCYSTEINE SYNTHETASE DEFICIENCY, HEMOLYTIC ANEMIA DUE 
GCLC	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO 
GCLM	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO 
GCM2	HYPOPARATHYROIDISM, FAMILIAL ISOLATED 
GCM2	HYPOPARATHYROIDISM,X-LINKED
GCNT2	BLOOD GROUP--I SYSTEM 
GCNT2	CATARACT,CONGENITALORJUVENILE
GCSH	GLYCINE ENCEPHALOPATHY 
GDAP1	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K 
GDAP1	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMAL 
GDAP1	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A 
GDAP1	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A 
GDF1	CONOTRUNCAL HEART MALFORMATIONS 
GDF1	TETRALOGY OF FALLOT 
GDF1	TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 3 
GDF3	KLIPPEL-FEIL SYNDROME 3, AUTOSOMAL DOMINANT 
GDF3	MICROPHTHALMIA, ISOLATED 7 
GDF3	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6 
GDF5	ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE 
GDF5	BRACHYDACTYLY, TYPE A1 
GDF5	BRACHYDACTYLY, TYPE A2 
GDF5	BRACHYDACTYLY, TYPE C 
GDF5	CHONDRODYSPLASIA, GREBE TYPE 
GDF5	FIBULAR HYPOPLASIA AND COMPLEX BRACHYDACTYLY 
GDF5	MULTIPLE SYNOSTOSES SYNDROME 2 
GDF5	OSTEOARTHRITIS SUSCEPTIBILITY 5 
GDF5	SYMPHALANGISM, PROXIMAL 
GDF6	COLOBOMA, OCULAR 
GDF6	KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT 
GDF6	MICROPHTHALMIA, ISOLATED 4 
GDF6	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6 
GDF6	SPONDYLOCOSTALDYSOSTOSIS5,AUTOSOMALDOMINANT
GDI1	MENTAL RETARDATION, X-LINKED 41 
GDI1	MENTALRETARDATION,X-LINKED3
GDNF	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL 
GDNF	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1 
GDNF	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 3 
GDNF	PHEOCHROMOCYTOMA 
GFAP	ALEXANDER DISEASE 
GFER	MYOPATHY, MITOCHONDRIAL PROGRESSIVE, WITH CONGENITAL CATARACT, HEARING 
GFI1	NEUTROPENIA, NONIMMUNE CHRONIC IDIOPATHIC, OF ADULTS 
GFI1	NEUTROPENIA, SEVERE CONGENITAL, 1, AUTOSOMAL DOMINANT 
GFI1	NEUTROPENIA, SEVERE CONGENITAL, 2, AUTOSOMAL DOMINANT 
GFM1	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 1 
GFPT1	MYASTHENIA, LIMB-GIRDLE, WITH TUBULAR AGGREGATES 
GGCX	PSEUDOXANTHOMA ELASTICUM-LIKE DISORDER WITH MULTIPLE COAGULATION FACTOR 
GGCX	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1 
GGT1	GAMMAGLUTAMYLTRANSFERASE,PLASMALEVELOF,QUANTITATIVETRAITLOCUS
GH1	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IA 
GH1	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB 
GH1	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE II 
GH1	KOWARSKI SYNDROME 
GH1	SHORT STATURE, IDIOPATHIC, AUTOSOMAL 
GHR	HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT 
GHR	LARON SYNDROME 
GHR	SHORT STATURE, IDIOPATHIC, AUTOSOMAL 
GHRHR	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB 
GHRL	OBESITY 
GHSR	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB 
GHSR	SHORT STATURE, IDIOPATHIC, AUTOSOMAL 
GIF	INTRINSIC FACTOR DEFICIENCY 
GIGYF2	PARKINSON DISEASE 11, AUTOSOMAL DOMINANT 
GIPC3	DEAFNESS, AUTOSOMAL RECESSIVE 15 
GJA1	ATRIOVENTRICULAR SEPTAL DEFECT 3 
GJA1	HALLERMANN-STREIFFSYNDROME
GJA1	HYPOPLASTIC LEFT HEART SYNDROME 1 
GJA1	OCULODENTODIGITAL DYSPLASIA 
GJA1	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE 
GJA1	SYNDACTYLY, TYPE III 
GJA3	CATARACT, AUTOSOMAL DOMINANT 
GJA3	CATARACT, ZONULAR PULVERULENT 3 
GJA5	ATRIAL FIBRILLATION, FAMILIAL, 11 
GJA5	ATRIAL STANDSTILL 
GJA5	ATRIALFIBRILLATION,FAMILIAL,1
GJA8	CATARACT, ZONULAR PULVERULENT 1 
GJA8	CATARACT-MICROCORNEA SYNDROME 
GJB1	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 1 
GJB1	HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS 
GJB2	DEAFNESS, AUTOSOMAL DOMINANT 3A 
GJB2	DEAFNESS, AUTOSOMAL RECESSIVE 1A 
GJB2	DEAFNESS, CONGENITAL, WITH KERATOPACHYDERMIA AND CONSTRICTIONS OF 
GJB2	ICHTHYOSIS, HYSTRIX-LIKE, WITH DEAFNESS 
GJB2	KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT 
GJB2	KERATODERMA, PALMOPLANTAR, WITH DEAFNESS 
GJB2	KNUCKLE PADS, LEUKONYCHIA, AND SENSORINEURAL DEAFNESS 
GJB3	DEAFNESS, AUTOSOMAL DOMINANT 2A 
GJB3	DEAFNESS, AUTOSOMAL DOMINANT 2B 
GJB3	DEAFNESS, AUTOSOMAL RECESSIVE 1A 
GJB3	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 
GJB4	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 
GJB6	DEAFNESS, AUTOSOMAL DOMINANT 3A 
GJB6	DEAFNESS, AUTOSOMAL DOMINANT 3B 
GJB6	DEAFNESS, AUTOSOMAL RECESSIVE 1A 
GJB6	DEAFNESS, AUTOSOMAL RECESSIVE 1B 
GJB6	ECTODERMAL DYSPLASIA, HIDROTIC, AUTOSOMAL DOMINANT 
GJC2	LEUKODYSTROPHY, HYPOMYELINATING, 2 
GJC2	LYMPHEDEMA, HEREDITARY, IC 
GJC2	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE 
GK	HYPERGLYCEROLEMIA 
GLA	FABRY DISEASE 
GLB1	GM1-GANGLIOSIDOSIS, TYPE I 
GLB1	GM1-GANGLIOSIDOSIS, TYPE II 
GLB1	GM1-GANGLIOSIDOSIS, TYPE III 
GLB1	MUCOPOLYSACCHARIDOSIS TYPE IVB 
GLCCI1	GLUCOCORTICOID THERAPY, RESPONSE TO 
GLDC	GLYCINE ENCEPHALOPATHY 
GLE1	LETHAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE 
GLE1	LETHAL CONGENITAL CONTRACTURE SYNDROME 1 
GLI2	HOLOPROSENCEPHALY 9 
GLI3	ACROCALLOSAL SYNDROME 
GLI3	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME 
GLI3	PALLISTER-HALL SYNDROME 
GLI3	POLYDACTYLY, POSTAXIAL, TYPE A1 
GLI3	POLYDACTYLY, PREAXIAL IV 
GLIS2	NEPHRONOPHTHISIS 7 
GLIS3	DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM 
GLMN	GLOMUVENOUS MALFORMATIONS 
GLO1	AUTISM
GLRA1	HYPEREKPLEXIA, HEREDITARY 
GLRB	HYPEREKPLEXIA, HEREDITARY 
GLRX5	ANEMIA, SIDEROBLASTIC, PYRIDOXINE-REFRACTORY, AUTOSOMAL RECESSIVE 
GLUD1	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 6 
GLUL	GLUTAMINE DEFICIENCY, CONGENITAL 
GLYCTK	D-GLYCERIC ACIDURIA 
GM2A	GM2-GANGLIOSIDOSIS, AB VARIANT 
GMPS	LEUKEMIA, ACUTE MYELOID 
GNAI2	VENTRICULAR TACHYCARDIA, FAMILIAL 
GNAS	ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 
GNAS	COLORECTAL CANCER 
GNAS	MCCUNE-ALBRIGHT SYNDROME 
GNAS	OSSEOUS HETEROPLASIA, PROGRESSIVE 
GNAS	PITUITARY ADENOMA, ACTH-SECRETING 
GNAS	PITUITARY ADENOMA, GROWTH HORMONE-SECRETING 
GNAS	PSEUDOHYPOPARATHYROIDISM, TYPE IA 
GNAS	PSEUDOHYPOPARATHYROIDISM, TYPE IB 
GNAS	PSEUDOHYPOPARATHYROIDISM, TYPE IC 
GNAS	PSEUDOPSEUDOHYPOPARATHYROIDISM 
GNAT1	NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 3 
GNAT2	ACHROMATOPSIA 4 
GNB3	HYPERTENSION, ESSENTIAL 
GNE	INCLUSION BODY MYOPATHY 2, AUTOSOMAL RECESSIVE 
GNE	NONAKA MYOPATHY 
GNE	SIALURIA 
GNMT	GLYCINE N-METHYLTRANSFERASE DEFICIENCY 
GNPAT	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 2 
GNPTAB	MUCOLIPIDOSIS II ALPHA/BETA 
GNPTAB	MUCOLIPIDOSIS III ALPHA/BETA 
GNPTG	MUCOLIPIDOSIS III GAMMA 
GNRHR	FERTILE EUNUCH SYNDROME 
GNRHR	HYPOGONADOTROPIC HYPOGONADISM 
GNS	MUCOPOLYSACCHARIDOSIS TYPE IIID 
GOLGA5	THYROID CARCINOMA, PAPILLARY 
GOPC	SPERMATOGENIC FAILURE 6 
GORAB	GERODERMA OSTEODYSPLASTICUM 
GOSR2	EPILEPSY, PROGRESSIVE MYOCLONIC 6 
GOT1	ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 
GP1BA	BERNARD-SOULIER SYNDROME 
GP1BA	BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT 
GP1BA	NONARTERITIC ANTERIOR ISCHEMIC OPTIC NEUROPATHY, SUSCEPTIBILITY TO 
GP1BA	PSEUDO-VON WILLEBRAND DISEASE 
GP1BB	BERNARD-SOULIER SYNDROME 
GP6	BLEEDING DISORDER, PLATELET-TYPE, 11 
GP9	BERNARD-SOULIER SYNDROME 
GPC3	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1 
GPC3	WILMS TUMOR 1 
GPC4	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1 
GPC6	OMODYSPLASIA 1 
GPD1L	BRUGADA SYNDROME 2 
GPD1L	SUDDEN INFANT DEATH SYNDROME 
GPD2	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
GPHN	HYPEREKPLEXIA, HEREDITARY 
GPHN	MOLYBDENUM COFACTOR DEFICIENCY 
GPI	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE 
GPIHBP1	HYPERLIPOPROTEINEMIA, TYPE V 
GPR126	STATUREASAQUANTITATIVETRAIT
GPR143	ALBINISM, OCULAR, TYPE I 
GPR143	NYSTAGMUS 6, CONGENITAL, X-LINKED 
GPR56	POLYMICROGYRIA, BILATERAL FRONTOPARIETAL 
GPR98	FEBRILE SEIZURES, FAMILIAL, 4 
GPR98	USHER SYNDROME, TYPE IIC 
GPSM2	DEAFNESS, AUTOSOMAL RECESSIVE 82 
GRHL2	DEAFNESS, AUTOSOMAL DOMINANT 28 
GRHPR	HYPEROXALURIA, PRIMARY, TYPE II 
GRIA3	MENTAL RETARDATION, X-LINKED, SYNDROMIC, WU TYPE 
GRIK2	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6 
GRIN1	MENTAL RETARDATION, AUTOSOMAL DOMINANT 8 
GRIN2A	EPILEPSY WITH NEURODEVELOPMENTAL DEFECTS 
GRIN2B	MENTAL RETARDATION, AUTOSOMAL DOMINANT 6 
GRK1	OGUCHI DISEASE 1 
GRK1	OGUCHI DISEASE 2 
GRM6	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B 
GRN	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 
GRN	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED 
GRXCR1	DEAFNESS, AUTOSOMAL RECESSIVE 25 
GSN	AMYLOIDOSIS, FINNISH TYPE 
GSS	GLUTATHIONE SYNTHETASE DEFICIENCY 
GSS	GLUTATHIONE SYNTHETASE DEFICIENCY OF ERYTHROCYTES, HEMOLYTIC ANEMIA 
GTF2H5	TRICHOTHIODYSTROPHY, PHOTOSENSITIVE 
GTF2I	WILLIAMS-BEUREN SYNDROME 
GTF2IRD1	WILLIAMS-BEUREN SYNDROME 
GTPBP3	DEAFNESS, AMINOGLYCOSIDE-INDUCED 
GUCA1A	CONE DYSTROPHY 3 
GUCA1B	RETINITIS PIGMENTOSA 48 
GUCY2D	CONE-ROD DYSTROPHY 5 
GUCY2D	CONE-ROD DYSTROPHY 6 
GUCY2D	LEBER CONGENITAL AMAUROSIS 1 
GUSB	MUCOPOLYSACCHARIDOSIS TYPE VII 
GYG1	GLYCOGEN STORAGE DISEASE XV 
GYPA	MALARIA, SUSCEPTIBILITY TO 
GYPC	MALARIA, SUSCEPTIBILITY TO 
GYS1	GLYCOGEN STORAGE DISEASE 0, MUSCLE 
GYS2	GLYCOGEN STORAGE DISEASE 0, LIVER 
H6PD	CORTISONE REDUCTASE DEFICIENCY 
HABP2	THROMBOSIS, SUSCEPTIBILITY TO 
HADH	3-@HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY 
HADH	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 4 
HADHA	LONG-CHAIN 3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY 
HADHA	TRIFUNCTIONAL PROTEIN DEFICIENCY 
HADHB	TRIFUNCTIONAL PROTEIN DEFICIENCY 
HAL	HISTIDINEMIA 
HAMP	HEMOCHROMATOSIS, TYPE 2A 
HAMP	HEMOCHROMATOSIS, TYPE 2B 
HARS2	PERRAULT SYNDROME 
HAVCR1	IgE RESPONSIVENESS, ATOPIC 
HAX1	NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE 
HBA1	ALPHA-THALASSEMIA 
HBA1	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, CHROMOSOME 16-RELATED 
HBA1	HEINZ BODY ANEMIAS 
HBA1	HEMOGLOBIN H DISEASE 
HBA2	ALPHA-THALASSEMIA 
HBA2	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, CHROMOSOME 16-RELATED 
HBA2	HEINZ BODY ANEMIAS 
HBA2	HEMOGLOBIN H DISEASE 
HBB	ALPHA-THALASSEMIA 
HBB	BETA THALASSEMIA, DOMINANT INCLUSION BODY TYPE 
HBB	BETA-THALASSEMIA 
HBB	FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1 
HBB	HEINZ BODY ANEMIAS 
HBB	SICKLE CELL ANEMIA 
HBD	FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1 
HBG1	FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1 
HBG2	CYANOSIS, TRANSIENT NEONATAL 
HBG2	FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1 
HCCS	MICROPHTHALMIA, SYNDROMIC 7 
HCN4	BRUGADA SYNDROME 8 
HCN4	SICK SINUS SYNDROME 2, AUTOSOMAL DOMINANT 
HCRT	NARCOLEPSY 1 
HDAC4	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME 
HDAC9	PETERS ANOMALY 
HEPACAM	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A 
HEPACAM	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, 
HERC2	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 1 
HES7	SPONDYLOCOSTAL DYSOSTOSIS 4, AUTOSOMAL RECESSIVE 
HESX1	PITUITARY HORMONE DEFICIENCY, COMBINED, 2 
HESX1	SEPTOOPTIC DYSPLASIA 
HEXA	TAY-SACHS DISEASE 
HEXB	SANDHOFF DISEASE 
HFE	ALZHEIMER DISEASE 
HFE	ATRANSFERRINEMIA 
HFE	HEMOCHROMATOSIS 
HFE	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7 
HFE	PORPHYRIA CUTANEA TARDA 
HFE	PORPHYRIA VARIEGATA 
HFE	TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 2 
HFE2	HEMOCHROMATOSIS, TYPE 2A 
HGD	ALKAPTONURIA 
HGF	DEAFNESS, AUTOSOMAL RECESSIVE 39 
HGSNAT	MUCOPOLYSACCHARIDOSIS TYPE IIIC 
HHIP	STATUREQUANTITATIVETRAITLOCUS13
HIBCH	BETA-HYDROXYISOBUTYRYL CoA DEACYLASE DEFICIENCY 
HIC1	MILLER-DIEKER LISSENCEPHALY SYNDROME 
HIP1	PROSTATE CANCER 
HK1	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY 
HK1	NEUROPATHY,HEREDITARYMOTORANDSENSORY,RUSSETYPE
HLA-A	SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO 
HLA-A	SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1 
HLA-B	BEHCETSYNDROME
HLA-B	SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO 
HLA-B	SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1 
HLA-C	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO 
HLA-C	PSORIASIS SUSCEPTIBILITY 1 
HLA-DQA1	CELIAC DISEASE 
HLA-DQB1	CELIAC DISEASE 
HLA-DQB1	CREUTZFELDT-JAKOB DISEASE 
HLA-DQB1	DIABETESMELLITUS,INSULIN-DEPENDENT
HLA-DQB1	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO 
HLA-DRA	HEPATITIS B VIRUS, SUSCEPTIBILITY TO 
HLA-DRB1	HEPATITIS C VIRUS, SUSCEPTIBILITY TO 
HLA-DRB1	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO 
HLA-DRB1	RHEUMATOID ARTHRITIS 
HLA-DRB1	SARCOIDOSIS, SUSCEPTIBILITY TO, 1 
HLA-G	ASTHMA, SUSCEPTIBILITY TO 
HLCS	HOLOCARBOXYLASE SYNTHETASE DEFICIENCY 
HMBS	PORPHYRIA, ACUTE INTERMITTENT 
HMCN1	MACULAR DEGENERATION, AGE-RELATED, 1 
HMGA1	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
HMGA2	LEIOMYOMA, UTERINE 
HMGA2	LIPOMATOSIS,MULTIPLE
HMGA2	STATUREQUANTITATIVETRAITLOCUS9
HMGCL	3-@HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY 
HMGCS2	3-@HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE 2 DEFICIENCY 
HMMR	BREAST CANCER 
HMOX1	HEME OXYGENASE 1 DEFICIENCY 
HMOX1	PULMONARYDISEASE,CHRONICOBSTRUCTIVE
HMX1	OCULOAURICULAR SYNDROME 
HNF1A	DIABETES MELLITUS, INSULIN-DEPENDENT, 20 
HNF1A	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
HNF1A	DIABETESMELLITUS,INSULIN-DEPENDENT
HNF1A	HEPATIC ADENOMAS, FAMILIAL 
HNF1A	MATURITY-ONSET DIABETES OF THE YOUNG 
HNF1A	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3 
HNF1A	RENAL CELL CARCINOMA, NONPAPILLARY 
HNF1B	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
HNF1B	PROSTATE CANCER 
HNF1B	PROSTATECANCER,HEREDITARY,11
HNF1B	RENAL CELL CARCINOMA, NONPAPILLARY 
HNF1B	RENAL CYSTS AND DIABETES SYNDROME 
HNF4A	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
HNF4A	MATURITY-ONSET DIABETES OF THE YOUNG 
HNF4A	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 
HNMT	ASTHMA, SUSCEPTIBILITY TO 
HOGA1	HYPEROXALURIA, PRIMARY, TYPE III 
HOXA1	ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME 
HOXA11	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 
HOXA13	HAND-FOOT-UTERUS SYNDROME 
HOXA13	PREAXIAL DEFICIENCY, POSTAXIAL POLYDACTYLY, AND HYPOSPADIAS 
HOXA2	MICROTIA, HEARING IMPAIRMENT, AND CLEFT PALATE 
HOXA2	MICROTIA-ANOTIA
HOXD10	VERTICAL TALUS, CONGENITAL 
HOXD13	BRACHYDACTYLY, TYPE D 
HOXD13	BRACHYDACTYLY, TYPE E1 
HOXD13	BRACHYDACTYLY-SYNDACTYLY SYNDROME 
HOXD13	SYNDACTYLY, TYPE V 
HOXD13	SYNPOLYDACTYLY 1 
HOXD13	VATER ASSOCIATION 
HP	ANHAPTOGLOBINEMIA 
HPD	HAWKINSINURIA 
HPD	TYROSINEMIA, TYPE III 
HPGD	DIGITAL CLUBBING, ISOLATED CONGENITAL 
HPGD	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1 
HPRT1	GOUT, HPRT-RELATED 
HPRT1	LESCH-NYHAN SYNDROME 
HPS1	HERMANSKY-PUDLAK SYNDROME 1 
HPS3	HERMANSKY-PUDLAK SYNDROME 1 
HPS3	HERMANSKY-PUDLAK SYNDROME 3 
HPS4	HERMANSKY-PUDLAK SYNDROME 1 
HPS4	HERMANSKY-PUDLAK SYNDROME 4 
HPS5	HERMANSKY-PUDLAK SYNDROME 1 
HPS5	HERMANSKY-PUDLAK SYNDROME 5 
HPS6	HERMANSKY-PUDLAK SYNDROME 1 
HPS6	HERMANSKY-PUDLAK SYNDROME 6 
HPSE2	UROFACIAL SYNDROME 
HR	ALOPECIA UNIVERSALIS CONGENITA 
HR	ATRICHIA WITH PAPULAR LESIONS 
HR	HYPOTRICHOSIS 4 
HRAS	BLADDER CANCER 
HRAS	COSTELLO SYNDROME 
HRAS	THYROID CARCINOMA, HURTHLE CELL 
HRAS	THYROIDCARCINOMA,FOLLICULAR
HRG	THROMBOPHILIA DUE TO HISTIDINE-RICH GLYCOPROTEIN DEFICIENCY 
HSD11B1	CORTISONE REDUCTASE DEFICIENCY 
HSD11B2	APPARENT MINERALOCORTICOID EXCESS 
HSD17B10	17-@BETA-HYDROXYSTEROID DEHYDROGENASE X DEFICIENCY 
HSD17B10	MENTAL RETARDATION, X-LINKED 17 
HSD17B10	MENTAL RETARDATION, X-LINKED, SYNDROMIC 10 
HSD17B3	17-@BETA HYDROXYSTEROID DEHYDROGENASE III DEFICIENCY 
HSD17B4	D-BIFUNCTIONAL PROTEIN DEFICIENCY 
HSD17B4	PERRAULT SYNDROME 
HSD3B2	3-@BETA-HYDROXYSTEROID DEHYDROGENASE, TYPE II, DEFICIENCY OF 
HSD3B7	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 1 
HSF4	CATARACT, LAMELLAR 
HSPB1	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F 
